,Date,Winner,Loser,HomeTeam,MOV,Winner_FG%,Loser_FG%,Winner_TOV,Loser_TOV
3,1989-11-09,NYK,NJN,NYK,2.0,.420,.457,20,19
3,1989-11-09,DEN,HOU,HOU,1.0,.467,.515,14,21
3,1989-11-09,MIL,SEA,MIL,1.0,.505,.444,22,25
3,1989-11-09,LAL,GSW,GSW,11.0,.361,.410,18,14
3,1989-11-09,MIL,OKC,MIL,1.0,.505,.444,22,25
3,1989-11-09,NYK,BRK,NYK,2.0,.420,.457,20,19
4,1989-11-10,DET,ORL,ORL,4.0,.515,.550,16,25
4,1989-11-10,LAL,CHH,LAL,6.0,.539,.422,22,17
4,1989-11-10,WAS,CLE,WAS,8.0,.506,.442,15,14
3,1989-11-10,IND,MIA,IND,4.0,.456,.455,17,16
3,1989-11-10,LAL,CHO,LAL,6.0,.539,.422,22,17
2,1989-11-10,UTA,SAS,UTA,14.0,.513,.425,21,23
3,1989-11-10,PHO,SAC,PHO,21.0,.578,.480,12,18
4,1989-11-10,NJN,CHI,NJN,10.0,.500,.465,14,17
4,1989-11-10,BRK,CHI,BRK,10.0,.500,.465,14,17
3,1989-11-10,WSB,CLE,WSB,8.0,.506,.442,15,14
3,1989-11-10,POR,DAL,DAL,8.0,.459,.447,15,18
2,1989-11-10,BOS,ATL,BOS,11.0,.529,.465,14,10
3,1989-11-10,MIN,PHI,MIN,7.0,.511,.440,18,16
4,1989-11-11,CHI,OKC,CHI,7.0,.567,.466,17,19
4,1989-11-11,GSW,CHH,GSW,11.0,.518,.494,22,20
4,1989-11-11,PHI,MIL,MIL,8.0,.543,.476,22,17
4,1989-11-11,GSW,CHO,GSW,11.0,.518,.494,22,20
5,1989-11-11,CHI,SEA,CHI,7.0,.567,.466,17,19
3,1989-11-11,ATL,ORL,ATL,39.0,.611,.351,16,18
5,1989-11-11,CLE,BOS,CLE,3.0,.476,.500,9,13
3,1989-11-11,NYK,LAC,LAC,1.0,.532,.427,26,12
4,1989-11-11,SAS,DEN,SAS,14.0,.533,.373,21,18
5,1989-11-11,MIA,DET,MIA,4.0,.429,.407,12,12
4,1989-11-11,HOU,UTA,HOU,8.0,.455,.434,18,19
5,1989-11-12,OKC,MIN,MIN,11.0,.625,.425,18,9
5,1989-11-12,WSB,POR,POR,9.0,.469,.400,17,15
5,1989-11-12,WAS,POR,POR,9.0,.469,.400,17,15
4,1989-11-12,LAL,DAL,LAL,9.0,.462,.494,12,19
4,1989-11-12,SEA,MIN,MIN,11.0,.625,.425,18,9
6,1989-11-13,UTA,WAS,UTA,13.0,.398,.379,16,16
4,1989-11-13,UTA,WSB,UTA,13.0,.398,.379,16,16
4,1989-11-13,ATL,ORL,ORL,8.0,.457,.368,17,16
6,1989-11-14,BOS,PHI,BOS,2.0,.553,.481,18,15
5,1989-11-14,CHO,ORL,CHO,14.0,.520,.511,12,16
5,1989-11-14,MIL,SAS,MIL,11.0,.476,.472,19,17
6,1989-11-14,CHI,SAC,SAC,2.0,.404,.451,16,11
5,1989-11-14,CLE,BRK,BRK,11.0,.398,.339,9,8
5,1989-11-14,CLE,NJN,NJN,11.0,.398,.339,9,8
5,1989-11-14,DAL,SEA,SEA,4.0,.436,.530,15,22
6,1989-11-14,CHH,ORL,CHH,14.0,.520,.511,12,16
5,1989-11-14,MIA,HOU,MIA,2.0,.494,.463,24,29
5,1989-11-14,POR,NYK,POR,1.0,.516,.512,13,19
5,1989-11-14,LAC,DEN,LAC,8.0,.532,.463,14,18
6,1989-11-14,DAL,OKC,OKC,4.0,.436,.530,15,22
5,1989-11-14,MIN,GSW,MIN,3.0,.420,.400,17,17
7,1989-11-15,DEN,WAS,DEN,11.0,.433,.465,12,18
7,1989-11-15,BOS,NJN,BOS,34.0,.582,.413,16,11
5,1989-11-15,PHI,CHH,PHI,13.0,.500,.425,17,14
6,1989-11-15,DET,MIA,DET,36.0,.532,.393,9,17
6,1989-11-15,PHI,CHO,PHI,13.0,.500,.425,17,14
6,1989-11-15,CLE,GSW,CLE,25.0,.565,.512,7,13
7,1989-11-15,UTA,CHI,UTA,1.0,.513,.435,15,14
6,1989-11-15,DEN,WSB,DEN,11.0,.433,.465,12,18
6,1989-11-15,BOS,BRK,BOS,34.0,.582,.413,16,11
4,1989-11-15,PHO,POR,PHO,2.0,.495,.472,19,16
6,1989-11-15,SAS,MIN,MIN,10.0,.467,.325,21,17
4,1989-11-15,LAL,IND,LAL,23.0,.426,.488,13,23
6,1989-11-16,HOU,LAC,HOU,12.0,.436,.459,15,19
8,1989-11-16,SEA,WAS,SEA,13.0,.438,.424,11,14
7,1989-11-16,OKC,WSB,OKC,13.0,.438,.424,11,14
6,1989-11-16,NYK,SAC,SAC,19.0,.490,.444,20,17
6,1989-11-16,MIL,ORL,MIL,19.0,.590,.476,20,37
5,1989-11-17,POR,PHO,POR,1.0,.427,.452,20,17
7,1989-11-17,CHO,GSW,CHO,1.0,.451,.451,13,22
6,1989-11-17,PHI,SAS,PHI,7.0,.536,.457,13,14
8,1989-11-17,BOS,MIN,BOS,17.0,.534,.471,16,13
7,1989-11-17,CHH,GSW,CHH,1.0,.451,.451,13,22
6,1989-11-17,DAL,LAC,DAL,17.0,.568,.494,16,17
5,1989-11-17,UTA,IND,UTA,14.0,.506,.464,21,23
5,1989-11-17,CLE,ATL,CLE,6.0,.519,.500,20,18
7,1989-11-17,LAL,DEN,LAL,14.0,.523,.412,14,17
7,1989-11-17,DET,MIL,DET,27.0,.566,.361,22,15
6,1989-11-18,PHO,WSB,PHO,11.0,.551,.459,13,9
8,1989-11-18,OKC,CHI,OKC,9.0,.582,.463,15,15
7,1989-11-18,SAS,BRK,BRK,15.0,.482,.381,18,25
7,1989-11-18,SAS,NJN,NJN,15.0,.482,.381,18,25
6,1989-11-18,SAC,IND,SAC,5.0,.415,.476,10,21
9,1989-11-18,PHO,WAS,PHO,11.0,.551,.459,13,9
8,1989-11-18,SEA,CHI,SEA,9.0,.582,.463,15,15
9,1989-11-18,DET,BOS,DET,17.0,.494,.449,10,28
8,1989-11-18,DEN,HOU,DEN,30.0,.569,.479,15,19
8,1989-11-18,ORL,PHI,ORL,13.0,.495,.452,17,15
7,1989-11-18,DAL,MIA,DAL,1.0,.450,.482,14,22
8,1989-11-18,NYK,MIN,NYK,15.0,.587,.475,13,11
6,1989-11-18,ATL,GSW,ATL,16.0,.562,.420,26,21
8,1989-11-19,HOU,MIA,HOU,38.0,.580,.427,18,28
10,1989-11-19,LAL,WAS,LAL,5.0,.489,.505,12,8
9,1989-11-19,POR,SEA,POR,10.0,.506,.409,20,22
9,1989-11-19,POR,OKC,POR,10.0,.506,.409,20,22
8,1989-11-19,LAL,WSB,LAL,5.0,.489,.505,12,8
8,1989-11-21,SEA,BRK,SEA,30.0,.524,.380,20,16
8,1989-11-21,MIA,CHO,CHO,11.0,.481,.405,20,16
10,1989-11-21,MIA,CHH,CHH,11.0,.481,.405,20,16
11,1989-11-21,WAS,MIL,WAS,6.0,.526,.368,20,11
9,1989-11-21,ORL,SAC,SAC,2.0,.500,.479,14,13
7,1989-11-21,SAS,PHO,SAS,9.0,.483,.447,13,17
8,1989-11-21,DEN,DAL,DEN,16.0,.436,.416,14,17
7,1989-11-21,ATL,DET,DET,7.0,.469,.412,12,12
9,1989-11-21,UTA,MIN,MIN,2.0,.557,.475,21,16
10,1989-11-21,OKC,NJN,OKC,30.0,.524,.380,20,16
8,1989-11-21,WSB,MIL,WSB,6.0,.526,.368,20,11
10,1989-11-21,IND,BOS,IND,8.0,.523,.451,6,10
9,1989-11-21,NYK,HOU,NYK,8.0,.404,.479,21,27
9,1989-11-21,POR,CHI,POR,11.0,.566,.534,19,20
11,1989-11-22,BOS,HOU,BOS,12.0,.425,.359,17,13
10,1989-11-22,CHI,PHO,PHO,5.0,.420,.443,10,15
9,1989-11-22,LAC,BRK,LAC,9.0,.483,.437,14,15
8,1989-11-22,MIL,ATL,MIL,18.0,.543,.471,14,19
7,1989-11-22,LAC,NJN,LAC,9.0,.483,.437,14,15
10,1989-11-22,ORL,UTA,UTA,22.0,.527,.437,12,19
9,1989-11-22,GSW,SAC,GSW,24.0,.526,.461,11,13
8,1989-11-22,CLE,NYK,CLE,12.0,.383,.420,9,17
10,1989-11-22,DEN,MIN,MIN,3.0,.461,.432,12,14
11,1989-11-22,PHI,MIA,MIA,10.0,.506,.398,13,16
11,1989-11-24,DEN,SEA,DEN,13.0,.530,.506,13,22
11,1989-11-24,PHO,ORL,PHO,27.0,.478,.381,24,21
9,1989-11-24,PHI,WSB,PHI,13.0,.522,.453,14,10
11,1989-11-24,POR,NJN,POR,26.0,.595,.513,12,28
9,1989-11-24,DET,CLE,DET,19.0,.553,.337,21,20
12,1989-11-24,PHI,WAS,PHI,13.0,.522,.453,14,10
8,1989-11-24,SAS,LAC,LAC,1.0,.375,.393,17,14
11,1989-11-24,HOU,CHH,CHH,4.0,.446,.438,16,14
10,1989-11-24,POR,BRK,POR,26.0,.595,.513,12,28
9,1989-11-24,HOU,CHO,CHO,4.0,.446,.438,16,14
9,1989-11-24,DAL,MIN,DAL,10.0,.527,.411,13,11
9,1989-11-24,ATL,MIA,MIA,16.0,.526,.429,19,20
12,1989-11-24,IND,BOS,BOS,7.0,.495,.453,12,11
11,1989-11-24,DEN,OKC,DEN,13.0,.530,.506,13,22
10,1989-11-25,CHO,MIN,CHO,8.0,.419,.413,14,13
13,1989-11-25,WSB,MIA,WSB,19.0,.489,.386,15,15
9,1989-11-25,LAL,UTA,UTA,6.0,.474,.472,15,16
10,1989-11-25,ATL,BOS,ATL,8.0,.494,.464,12,15
10,1989-11-25,SAC,NJN,SAC,14.0,.554,.374,16,14
11,1989-11-25,SAC,BRK,SAC,14.0,.554,.374,16,14
12,1989-11-25,CHH,MIN,CHH,8.0,.419,.413,14,13
13,1989-11-25,WAS,MIA,WAS,19.0,.489,.386,15,15
11,1989-11-25,CHI,GSW,GSW,13.0,.437,.451,14,17
9,1989-11-25,PHI,IND,IND,8.0,.483,.500,5,19
10,1989-11-25,SEA,DAL,DAL,47.0,.528,.360,9,25
10,1989-11-25,HOU,CLE,CLE,10.0,.402,.348,11,5
10,1989-11-25,NYK,MIL,NYK,17.0,.519,.473,22,20
12,1989-11-25,OKC,DAL,DAL,47.0,.528,.360,9,25
11,1989-11-26,POR,DET,POR,20.0,.424,.366,16,20
10,1989-11-26,LAL,SAS,LAL,20.0,.571,.538,20,23
12,1989-11-26,LAC,CHI,LAC,24.0,.638,.434,25,23
10,1989-11-27,IND,MIL,MIL,4.0,.473,.441,22,14
11,1989-11-27,NYK,CHO,NYK,11.0,.506,.463,22,11
12,1989-11-27,UTA,BRK,UTA,37.0,.574,.255,29,22
10,1989-11-27,UTA,NJN,UTA,37.0,.574,.255,29,22
11,1989-11-27,NYK,CHH,NYK,11.0,.506,.463,22,11
13,1989-11-28,HOU,LAL,HOU,6.0,.495,.451,13,25
11,1989-11-28,CHI,ATL,CHI,15.0,.547,.426,12,8
14,1989-11-28,ORL,MIA,ORL,5.0,.432,.439,19,19
11,1989-11-28,CLE,WSB,CLE,1.0,.425,.554,15,19
12,1989-11-28,DET,SAC,SAC,12.0,.429,.373,13,17
12,1989-11-28,DEN,GSW,DEN,21.0,.473,.488,13,25
13,1989-11-28,SAS,OKC,SAS,13.0,.564,.447,20,20
11,1989-11-28,SAS,SEA,SAS,13.0,.564,.447,20,20
10,1989-11-28,POR,LAC,POR,22.0,.470,.470,19,26
14,1989-11-28,CLE,WAS,CLE,1.0,.425,.554,15,19
15,1989-11-29,MIN,MIA,MIA,5.0,.539,.482,13,12
12,1989-11-29,NYK,GSW,GSW,18.0,.465,.506,16,15
12,1989-11-29,PHI,CLE,PHI,30.0,.512,.407,12,17
12,1989-11-29,DAL,CHO,DAL,19.0,.439,.317,10,9
11,1989-11-29,MIL,LAC,LAC,14.0,.533,.563,11,22
11,1989-11-29,IND,UTA,IND,12.0,.534,.479,18,19
13,1989-11-29,DET,PHO,PHO,8.0,.484,.455,7,11
11,1989-11-29,DAL,CHH,DAL,19.0,.439,.317,10,9
15,1989-11-29,ATL,WAS,WAS,7.0,.477,.548,11,20
12,1989-11-29,ATL,WSB,WSB,7.0,.477,.548,11,20
13,1989-11-29,BOS,BRK,BRK,23.0,.590,.371,17,12
14,1989-11-29,BOS,NJN,NJN,23.0,.590,.371,17,12
12,1989-11-30,LAL,SAC,SAC,16.0,.500,.411,14,16
14,1989-11-30,HOU,CHH,HOU,12.0,.632,.412,28,14
13,1989-11-30,DEN,MIL,DEN,1.0,.451,.459,10,17
13,1989-11-30,HOU,CHO,HOU,12.0,.632,.412,28,14
14,1989-11-30,OKC,NYK,OKC,5.0,.575,.511,14,15
12,1989-11-30,SAS,DAL,SAS,4.0,.487,.415,19,14
13,1989-11-30,SEA,NYK,SEA,5.0,.575,.511,14,15
14,1989-11-30,ORL,MIN,ORL,7.0,.471,.406,16,16
14,1989-12-01,BRK,MIA,BRK,24.0,.421,.364,24,29
16,1989-12-01,NJN,MIA,NJN,24.0,.421,.364,24,29
12,1989-12-01,WSB,PHI,WSB,17.0,.535,.432,9,21
15,1989-12-01,BOS,CLE,BOS,13.0,.524,.427,14,13
12,1989-12-01,PHO,LAC,PHO,21.0,.495,.429,17,15
13,1989-12-01,POR,GSW,POR,13.0,.495,.450,15,15
14,1989-12-01,DET,LAL,LAL,11.0,.471,.411,15,15
13,1989-12-01,ATL,UTA,ATL,11.0,.543,.514,21,16
16,1989-12-01,WAS,PHI,WAS,17.0,.535,.432,9,21
12,1989-12-01,IND,ORL,IND,15.0,.528,.436,19,16
17,1989-12-02,UTA,WAS,WAS,2.0,.463,.457,16,18
14,1989-12-02,MIN,CLE,CLE,27.0,.488,.389,14,21
14,1989-12-02,ATL,PHI,ATL,8.0,.494,.410,14,11
14,1989-12-02,SAS,CHO,SAS,8.0,.541,.482,25,18
14,1989-12-02,CHI,MIA,MIA,7.0,.532,.444,22,17
13,1989-12-02,SAS,CHH,SAS,8.0,.541,.482,25,18
14,1989-12-02,NYK,PHO,PHO,10.0,.529,.484,14,14
15,1989-12-02,SEA,DET,SEA,25.0,.512,.395,20,16
14,1989-12-02,GSW,MIL,GSW,3.0,.480,.440,21,23
13,1989-12-02,UTA,WSB,WSB,2.0,.463,.457,16,18
15,1989-12-02,OKC,DET,OKC,25.0,.512,.395,20,16
13,1989-12-02,LAC,SAC,LAC,30.0,.568,.379,13,17
13,1989-12-02,DAL,HOU,HOU,3.0,.476,.512,6,15
14,1989-12-02,DEN,POR,DEN,33.0,.586,.490,18,18
14,1989-12-03,LAL,NYK,LAL,11.0,.511,.424,19,15
15,1989-12-04,POR,ORL,ORL,26.0,.490,.412,15,23
15,1989-12-05,BOS,CHO,CHO,13.0,.540,.469,17,8
16,1989-12-05,SEA,HOU,SEA,10.0,.538,.534,12,15
16,1989-12-05,MIN,NJN,MIN,2.0,.522,.413,15,15
15,1989-12-05,SAC,MIL,SAC,15.0,.554,.443,16,14
15,1989-12-05,CHI,DEN,CHI,20.0,.515,.402,17,15
15,1989-12-05,MIN,BRK,MIN,2.0,.522,.413,15,15
16,1989-12-05,NYK,PHI,NYK,7.0,.516,.408,18,10
16,1989-12-05,BOS,CHH,CHH,13.0,.540,.469,17,8
14,1989-12-05,DAL,GSW,DAL,19.0,.538,.349,18,12
18,1989-12-05,POR,MIA,MIA,6.0,.506,.440,28,21
16,1989-12-05,OKC,HOU,OKC,10.0,.538,.534,12,15
15,1989-12-05,UTA,CLE,CLE,14.0,.457,.369,13,13
14,1989-12-05,LAL,LAC,LAL,8.0,.506,.579,15,25
16,1989-12-06,DET,WSB,DET,8.0,.495,.518,16,16
18,1989-12-06,DET,WAS,DET,8.0,.495,.518,16,16
16,1989-12-06,SAS,GSW,SAS,2.0,.542,.539,22,22
19,1989-12-06,PHI,MIA,PHI,23.0,.542,.443,19,17
16,1989-12-06,IND,DEN,IND,19.0,.607,.449,19,11
17,1989-12-06,BOS,NYK,BOS,15.0,.495,.479,17,15
15,1989-12-06,ATL,ORL,ORL,8.0,.461,.468,12,15
16,1989-12-07,LAL,PHO,LAL,4.0,.411,.435,14,10
15,1989-12-07,UTA,DAL,UTA,10.0,.514,.507,16,20
16,1989-12-07,POR,CHO,CHO,10.0,.500,.420,21,20
18,1989-12-07,POR,CHH,CHH,10.0,.500,.420,21,20
16,1989-12-07,LAC,CLE,LAC,17.0,.500,.366,17,16
16,1989-12-08,BRK,HOU,HOU,5.0,.470,.458,13,18
16,1989-12-08,PHO,MIL,PHO,25.0,.448,.426,24,16
17,1989-12-08,NJN,HOU,HOU,5.0,.470,.458,13,18
17,1989-12-08,SAC,GSW,GSW,5.0,.461,.516,7,11
22,1989-12-08,MIA,ORL,MIA,8.0,.495,.438,14,22
16,1989-12-08,SAS,DAL,DAL,6.0,.479,.438,13,16
18,1989-12-08,DEN,BOS,BOS,1.0,.402,.409,14,19
16,1989-12-08,IND,CHI,IND,2.0,.488,.529,17,14
17,1989-12-08,PHI,DET,PHI,6.0,.500,.473,11,11
16,1989-12-08,ATL,POR,ATL,7.0,.477,.500,14,18
17,1989-12-09,DEN,CHO,CHO,13.0,.511,.402,15,10
19,1989-12-09,NYK,BOS,NYK,32.0,.506,.427,9,18
17,1989-12-09,OKC,LAC,OKC,4.0,.432,.437,26,24
17,1989-12-09,ATL,MIN,ATL,13.0,.442,.424,14,15
17,1989-12-09,CHI,PHI,CHI,20.0,.584,.460,7,15
18,1989-12-09,DET,IND,DET,28.0,.643,.383,19,14
18,1989-12-09,DEN,CHH,CHH,13.0,.511,.402,15,10
19,1989-12-09,WAS,LAL,WAS,2.0,.542,.500,18,16
17,1989-12-09,SAS,BRK,SAS,17.0,.541,.400,20,14
17,1989-12-09,CLE,SAC,SAC,7.0,.482,.465,13,9
17,1989-12-09,WSB,LAL,WSB,2.0,.542,.500,18,16
16,1989-12-09,SEA,LAC,SEA,4.0,.432,.437,26,24
18,1989-12-09,UTA,HOU,UTA,14.0,.459,.418,15,10
16,1989-12-09,SAS,NJN,SAS,17.0,.541,.400,20,14
18,1989-12-10,ORL,LAL,ORL,5.0,.467,.393,15,14
17,1989-12-10,MIL,POR,MIL,3.0,.449,.429,14,20
18,1989-12-11,CLE,UTA,UTA,3.0,.453,.511,14,14
19,1989-12-12,LAL,CHH,CHH,14.0,.537,.391,21,8
18,1989-12-12,LAL,CHO,CHO,14.0,.537,.391,21,8
18,1989-12-12,CHI,DAL,CHI,8.0,.480,.439,14,11
19,1989-12-12,HOU,PHO,HOU,22.0,.463,.337,19,19
18,1989-12-12,MIL,ORL,MIL,3.0,.433,.536,10,19
16,1989-12-12,IND,MIN,IND,1.0,.515,.511,19,17
18,1989-12-12,ATL,SAS,ATL,8.0,.549,.463,23,17
18,1989-12-12,GSW,SAC,SAC,15.0,.495,.433,20,20
18,1989-12-12,NJN,PHI,NJN,15.0,.461,.393,13,18
17,1989-12-12,POR,LAC,POR,7.0,.418,.453,25,23
18,1989-12-12,BRK,PHI,BRK,15.0,.461,.393,13,18
19,1989-12-12,DET,DEN,DEN,13.0,.632,.460,15,10
18,1989-12-13,BOS,OKC,BOS,12.0,.488,.408,25,19
22,1989-12-13,BOS,SEA,BOS,12.0,.488,.408,25,19
19,1989-12-13,CLE,MIL,CLE,6.0,.402,.486,15,12
22,1989-12-13,GSW,DEN,GSW,20.0,.562,.404,22,14
22,1989-12-13,LAL,MIA,MIA,27.0,.476,.417,19,20
22,1989-12-13,LAC,DET,LAC,4.0,.427,.308,20,11
18,1989-12-13,DAL,MIN,MIN,3.0,.456,.381,13,9
19,1989-12-13,PHI,ATL,PHI,9.0,.506,.429,13,15
16,1989-12-13,UTA,PHO,UTA,7.0,.512,.388,20,17
19,1989-12-14,CHI,ORL,CHI,11.0,.515,.489,16,21
19,1989-12-14,WSB,CHO,WSB,4.0,.398,.424,9,12
19,1989-12-14,IND,BRK,BRK,24.0,.471,.337,13,21
22,1989-12-14,WAS,CHH,WAS,4.0,.398,.424,9,12
22,1989-12-14,SAS,HOU,SAS,4.0,.500,.463,19,23
17,1989-12-14,IND,NJN,NJN,24.0,.471,.337,13,21
24,1989-12-15,MIA,MIN,MIN,11.0,.494,.402,20,19
22,1989-12-15,CLE,SEA,CLE,19.0,.511,.416,10,11
18,1989-12-15,MIL,IND,IND,5.0,.500,.475,13,17
22,1989-12-15,GSW,POR,POR,5.0,.467,.409,17,16
19,1989-12-15,DAL,PHI,PHI,7.0,.405,.450,7,20
23,1989-12-15,PHO,HOU,PHO,25.0,.542,.385,18,16
23,1989-12-15,LAL,BOS,BOS,9.0,.543,.538,12,17
19,1989-12-15,CLE,OKC,CLE,19.0,.511,.416,10,11
22,1989-12-15,NYK,ATL,ATL,4.0,.531,.547,10,17
23,1989-12-15,UTA,DET,UTA,3.0,.392,.427,12,15
23,1989-12-15,DEN,SAC,DEN,9.0,.490,.506,10,18
24,1989-12-16,GSW,DET,GSW,12.0,.463,.425,15,20
22,1989-12-16,LAL,BRK,BRK,7.0,.424,.443,7,11
22,1989-12-16,NYK,OKC,NYK,21.0,.553,.404,19,20
24,1989-12-16,LAL,NJN,NJN,7.0,.424,.443,7,11
22,1989-12-16,CHI,CHO,CHI,11.0,.529,.489,6,11
23,1989-12-16,WAS,DAL,WAS,4.0,.522,.512,11,12
25,1989-12-16,MIA,MIL,MIL,3.0,.435,.446,20,19
22,1989-12-16,CHI,CHH,CHI,11.0,.529,.489,6,11
22,1989-12-16,WSB,DAL,WSB,4.0,.522,.512,11,12
22,1989-12-16,NYK,SEA,NYK,21.0,.553,.404,19,20
24,1989-12-16,LAC,DEN,LAC,6.0,.510,.484,17,13
23,1989-12-16,SAS,ORL,SAS,9.0,.534,.483,18,22
24,1989-12-17,HOU,ORL,HOU,15.0,.470,.430,16,17
19,1989-12-17,POR,IND,POR,8.0,.590,.549,15,17
23,1989-12-17,UTA,MIN,MIN,10.0,.603,.456,19,15
18,1989-12-17,PHO,SAC,SAC,12.0,.511,.474,15,12
26,1989-12-19,NJN,MIA,MIA,2.0,.532,.482,8,15
23,1989-12-19,DET,OKC,DET,17.0,.448,.438,12,21
23,1989-12-19,CHH,DAL,CHH,5.0,.481,.506,8,13
24,1989-12-19,WAS,MIN,WAS,13.0,.494,.451,17,15
23,1989-12-19,ATL,SAC,ATL,3.0,.505,.524,13,8
23,1989-12-19,CHO,DAL,CHO,5.0,.481,.506,8,13
24,1989-12-19,BOS,MIL,MIL,9.0,.467,.381,16,13
25,1989-12-19,POR,HOU,POR,19.0,.440,.529,10,14
22,1989-12-19,LAC,IND,LAC,26.0,.600,.437,18,20
23,1989-12-19,CHI,LAL,CHI,10.0,.507,.364,19,12
25,1989-12-19,DET,SEA,DET,17.0,.448,.438,12,21
23,1989-12-19,BRK,MIA,MIA,2.0,.532,.482,8,15
23,1989-12-19,NYK,UTA,NYK,8.0,.556,.595,11,13
24,1989-12-19,WSB,MIN,WSB,13.0,.494,.451,17,15
24,1989-12-20,DAL,BRK,BRK,6.0,.411,.349,12,10
24,1989-12-20,GSW,HOU,GSW,6.0,.538,.506,17,22
25,1989-12-20,PHI,WAS,PHI,7.0,.512,.511,15,16
23,1989-12-20,IND,PHO,PHO,1.0,.559,.559,19,22
26,1989-12-20,LAL,MIN,MIN,9.0,.398,.494,9,14
23,1989-12-20,PHI,WSB,PHI,7.0,.512,.511,15,16
24,1989-12-20,DAL,NJN,NJN,6.0,.411,.349,12,10
25,1989-12-20,BOS,UTA,BOS,4.0,.529,.513,8,16
23,1989-12-20,SAS,SAC,SAS,3.0,.470,.488,11,13
23,1989-12-20,DEN,CLE,CLE,15.0,.490,.419,14,14
24,1989-12-20,ORL,CHI,ORL,1.0,.500,.435,23,11
24,1989-12-21,OKC,POR,OKC,21.0,.602,.411,15,14
24,1989-12-21,ATL,MIA,MIA,2.0,.465,.511,15,14
27,1989-12-21,SEA,POR,SEA,21.0,.602,.411,15,14
25,1989-12-22,GSW,IND,GSW,26.0,.558,.505,12,22
