,Date,Winner,Loser,HomeTeam,MOV,Winner_FG%,Loser_FG%,Winner_TOV,Loser_TOV
6,2009-11-10,MIA,WAS,MIA,14.0,.446,.403,12,22
7,2009-11-10,POR,MEM,MEM,14.0,.457,.372,15,12
8,2009-11-11,PHO,NOP,PHO,20.0,.554,.447,17,10
7,2009-11-11,SAS,DAL,SAS,9.0,.425,.354,13,11
7,2009-11-11,DET,CHA,DET,23.0,.556,.438,11,19
8,2009-11-11,PHO,NOH,PHO,20.0,.554,.447,17,10
7,2009-11-11,ATL,NYK,NYK,13.0,.543,.471,15,16
8,2009-11-11,POR,MIN,MIN,23.0,.553,.442,14,11
8,2009-11-11,BOS,UTA,BOS,19.0,.532,.468,15,21
7,2009-11-11,CLE,ORL,ORL,9.0,.481,.451,14,10
8,2009-11-11,OKC,LAC,LAC,4.0,.422,.359,13,14
7,2009-11-11,HOU,MEM,HOU,25.0,.500,.395,14,18
8,2009-11-11,MIL,DEN,MIL,6.0,.488,.398,18,12
7,2009-11-11,TOR,CHI,TOR,10.0,.409,.398,15,13
6,2009-11-11,IND,GSW,IND,14.0,.447,.402,18,13
7,2009-11-11,DET,CHO,DET,23.0,.556,.438,11,19
7,2009-11-11,PHI,NJN,NJN,3.0,.390,.400,9,14
7,2009-11-11,PHI,BRK,BRK,3.0,.390,.400,9,14
7,2009-11-12,LAL,PHO,LAL,19.0,.576,.365,15,13
8,2009-11-12,CLE,MIA,MIA,7.0,.480,.461,11,10
9,2009-11-13,POR,NOH,NOH,8.0,.379,.367,12,9
8,2009-11-13,DAL,MIN,MIN,12.0,.400,.326,17,12
8,2009-11-13,ATL,BOS,BOS,11.0,.452,.493,13,15
9,2009-11-13,POR,NOP,NOP,8.0,.379,.367,12,9
7,2009-11-13,GSW,NYK,NYK,14.0,.583,.488,15,21
9,2009-11-13,ORL,NJN,ORL,16.0,.446,.329,15,11
9,2009-11-13,DEN,LAL,DEN,26.0,.435,.348,10,16
8,2009-11-13,ORL,BRK,ORL,16.0,.446,.329,15,11
8,2009-11-13,SAC,HOU,SAC,9.0,.481,.416,18,10
9,2009-11-13,TOR,LAC,LAC,15.0,.513,.471,9,15
8,2009-11-13,UTA,PHI,PHI,22.0,.512,.479,12,17
8,2009-11-14,MIA,NJN,MIA,1.0,.393,.429,7,12
9,2009-11-14,MIA,BRK,MIA,1.0,.393,.429,7,12
10,2009-11-14,IND,BOS,IND,9.0,.526,.476,8,14
8,2009-11-14,OKC,SAS,SAS,3.0,.468,.468,14,15
9,2009-11-14,MEM,MIN,MEM,10.0,.488,.482,21,20
8,2009-11-14,MIL,GSW,MIL,4.0,.527,.561,14,11
8,2009-11-14,POR,CHO,CHO,6.0,.422,.366,13,9
9,2009-11-14,CLE,UTA,CLE,4.0,.513,.527,12,17
10,2009-11-14,POR,CHA,CHA,6.0,.422,.366,13,9
8,2009-11-14,DET,WAS,WAS,3.0,.457,.456,13,16
8,2009-11-14,CHI,PHI,CHI,6.0,.449,.420,20,16
9,2009-11-14,ATL,NOH,ATL,23.0,.545,.440,14,16
10,2009-11-14,ATL,NOP,ATL,23.0,.545,.440,14,16
9,2009-11-15,DAL,DET,DET,5.0,.439,.458,7,13
10,2009-11-15,PHO,TOR,PHO,1.0,.449,.455,15,11
9,2009-11-15,HOU,LAL,LAL,10.0,.418,.381,19,13
10,2009-11-15,LAC,OKC,OKC,8.0,.481,.388,12,12
10,2009-11-16,ORL,CHA,ORL,6.0,.429,.507,13,16
10,2009-11-16,DAL,MIL,MIL,2.0,.512,.444,15,10
9,2009-11-16,ORL,CHO,ORL,6.0,.429,.507,13,16
10,2009-11-16,ATL,POR,ATL,4.0,.429,.463,14,17
11,2009-11-17,NOP,LAC,NOP,8.0,.457,.476,16,17
9,2009-11-17,CHI,SAC,SAC,14.0,.470,.432,15,21
10,2009-11-17,DEN,TOR,DEN,18.0,.615,.462,12,14
10,2009-11-17,CLE,GSW,CLE,6.0,.582,.466,16,14
10,2009-11-17,LAL,DET,LAL,13.0,.472,.472,12,15
7,2009-11-17,IND,NJN,NJN,8.0,.392,.363,13,18
10,2009-11-17,IND,BRK,BRK,8.0,.392,.363,13,18
9,2009-11-17,OKC,MIA,MIA,13.0,.481,.431,11,15
10,2009-11-17,PHO,HOU,HOU,6.0,.519,.443,12,7
11,2009-11-17,NOH,LAC,NOH,8.0,.457,.476,16,17
8,2009-11-18,NYK,IND,IND,7.0,.479,.442,16,20
11,2009-11-18,MIL,BRK,MIL,14.0,.476,.385,19,18
10,2009-11-18,PHI,CHA,PHI,2.0,.430,.423,12,16
11,2009-11-18,ORL,OKC,ORL,14.0,.481,.410,13,12
11,2009-11-18,HOU,MIN,MIN,13.0,.433,.456,21,22
11,2009-11-18,DAL,SAS,DAL,5.0,.400,.436,5,18
10,2009-11-18,PHI,CHO,PHI,2.0,.430,.423,12,16
12,2009-11-18,MEM,LAC,MEM,15.0,.543,.476,12,12
11,2009-11-18,WAS,CLE,WAS,17.0,.429,.449,12,15
11,2009-11-18,POR,DET,POR,6.0,.471,.388,14,12
11,2009-11-18,BOS,GSW,BOS,14.0,.525,.463,18,21
8,2009-11-18,MIL,NJN,MIL,14.0,.476,.385,19,18
11,2009-11-18,ATL,MIA,ATL,15.0,.427,.443,8,14
11,2009-11-18,UTA,TOR,UTA,13.0,.488,.374,10,11
9,2009-11-19,UTA,SAS,SAS,7.0,.462,.427,9,11
12,2009-11-19,NOH,PHO,NOH,7.0,.402,.458,16,11
12,2009-11-19,NOP,PHO,NOP,7.0,.402,.458,16,11
10,2009-11-19,LAL,CHI,LAL,15.0,.457,.452,12,15
12,2009-11-20,DAL,SAC,DAL,2.0,.452,.531,14,21
11,2009-11-20,TOR,MIA,TOR,7.0,.577,.438,20,9
11,2009-11-20,LAC,DEN,LAC,7.0,.493,.486,13,17
11,2009-11-20,GSW,POR,GSW,14.0,.476,.418,16,23
12,2009-11-20,ATL,HOU,ATL,2.0,.500,.424,15,12
12,2009-11-20,CLE,IND,IND,10.0,.462,.469,14,10
11,2009-11-20,MEM,PHI,PHI,5.0,.519,.457,20,17
11,2009-11-20,MIL,CHO,MIL,7.0,.415,.508,14,11
9,2009-11-20,MIL,CHA,MIL,7.0,.415,.508,14,11
12,2009-11-20,ORL,BOS,BOS,5.0,.414,.345,20,12
12,2009-11-20,OKC,WAS,OKC,19.0,.537,.471,16,20
12,2009-11-21,UTA,DET,UTA,3.0,.438,.450,15,15
13,2009-11-21,NOP,ATL,NOP,8.0,.435,.372,12,6
12,2009-11-21,MIL,MEM,MEM,5.0,.458,.463,13,16
11,2009-11-21,NYK,NJN,NJN,7.0,.425,.411,15,13
12,2009-11-21,NYK,BRK,BRK,7.0,.425,.411,15,13
13,2009-11-21,CLE,PHI,CLE,6.0,.480,.420,11,10
12,2009-11-21,POR,MIN,POR,28.0,.500,.377,9,10
11,2009-11-21,DEN,CHI,DEN,19.0,.488,.444,12,16
13,2009-11-21,NOH,ATL,NOH,8.0,.435,.372,12,6
10,2009-11-21,SAS,WAS,SAS,22.0,.465,.333,8,9
13,2009-11-21,HOU,SAC,HOU,7.0,.478,.506,8,14
12,2009-11-22,CHO,IND,CHO,16.0,.500,.410,15,18
13,2009-11-22,PHO,DET,PHO,26.0,.575,.427,14,13
12,2009-11-22,MIA,NOH,MIA,1.0,.521,.396,14,9
12,2009-11-22,LAL,OKC,LAL,16.0,.404,.372,9,19
14,2009-11-22,MIA,NOP,MIA,1.0,.521,.396,14,9
13,2009-11-22,BOS,NYK,NYK,2.0,.412,.432,15,18
10,2009-11-22,CHA,IND,CHA,16.0,.500,.410,15,18
13,2009-11-22,ORL,TOR,TOR,8.0,.410,.442,7,9
13,2009-11-23,MEM,SAC,MEM,11.0,.539,.494,16,21
11,2009-11-23,SAS,MIL,SAS,14.0,.513,.494,16,9
12,2009-11-23,POR,CHI,POR,24.0,.575,.463,10,6
14,2009-11-23,LAC,MIN,LAC,4.0,.422,.434,13,21
13,2009-11-24,DEN,BRK,DEN,14.0,.481,.389,22,23
13,2009-11-24,DEN,NJN,DEN,14.0,.481,.389,22,23
11,2009-11-24,TOR,IND,TOR,11.0,.558,.453,13,13
13,2009-11-24,LAL,NYK,LAL,10.0,.465,.389,25,14
13,2009-11-24,GSW,DAL,DAL,8.0,.477,.463,21,18
14,2009-11-24,OKC,UTA,UTA,10.0,.487,.494,16,24
13,2009-11-24,WAS,PHI,WAS,1.0,.473,.404,14,11
14,2009-11-25,SAC,NYK,SAC,14.0,.483,.385,18,17
12,2009-11-25,IND,LAC,IND,13.0,.376,.322,8,14
15,2009-11-25,NOP,MIL,NOP,3.0,.366,.396,23,18
14,2009-11-25,DAL,HOU,HOU,31.0,.655,.458,12,17
14,2009-11-25,DEN,MIN,MIN,13.0,.525,.444,19,13
15,2009-11-25,CHA,TOR,CHA,35.0,.452,.345,9,15
14,2009-11-25,PHO,MEM,PHO,15.0,.619,.479,8,14
13,2009-11-25,CHO,TOR,CHO,35.0,.452,.345,9,15
14,2009-11-25,CLE,DET,DET,10.0,.500,.392,15,14
13,2009-11-25,SAS,GSW,SAS,14.0,.518,.465,14,16
13,2009-11-25,MIA,ORL,ORL,1.0,.388,.416,8,14
12,2009-11-25,NOH,MIL,NOH,3.0,.366,.396,23,18
14,2009-11-25,POR,BRK,POR,10.0,.500,.444,16,12
16,2009-11-25,POR,NJN,POR,10.0,.500,.444,16,12
14,2009-11-25,BOS,PHI,BOS,3.0,.487,.476,12,14
13,2009-11-26,UTA,CHI,UTA,19.0,.608,.420,14,13
14,2009-11-26,ORL,ATL,ATL,17.0,.438,.388,12,13
15,2009-11-27,PHO,MIN,MIN,25.0,.593,.407,18,15
14,2009-11-27,SAC,NJN,SAC,13.0,.549,.383,17,11
14,2009-11-27,CHO,CLE,CHO,7.0,.473,.456,10,16
15,2009-11-27,SAC,BRK,SAC,13.0,.549,.383,17,11
15,2009-11-27,LAC,DET,DET,8.0,.587,.396,9,11
15,2009-11-27,CHA,CLE,CHA,7.0,.473,.456,10,16
15,2009-11-27,BOS,TOR,BOS,13.0,.623,.557,16,25
15,2009-11-27,DAL,IND,IND,21.0,.446,.434,13,15
13,2009-11-27,OKC,MIL,OKC,18.0,.475,.378,11,12
15,2009-11-27,MEM,POR,POR,10.0,.538,.407,9,10
14,2009-11-27,WAS,MIA,MIA,10.0,.488,.415,12,12
15,2009-11-27,SAS,HOU,HOU,8.0,.451,.359,14,12
15,2009-11-27,ATL,PHI,PHI,14.0,.514,.449,14,13
15,2009-11-27,DEN,NYK,DEN,3.0,.536,.489,11,8
15,2009-11-28,CHO,WAS,WAS,16.0,.461,.390,12,14
18,2009-11-28,UTA,POR,UTA,16.0,.606,.453,11,13
14,2009-11-28,ORL,MIL,MIL,2.0,.506,.411,17,6
14,2009-11-28,CHA,WAS,WAS,16.0,.461,.390,12,14
16,2009-11-28,CLE,DAL,CLE,16.0,.577,.472,13,9
14,2009-11-28,LAL,GSW,GSW,33.0,.543,.391,8,13
16,2009-11-29,LAL,BRK,LAL,19.0,.500,.430,17,18
15,2009-11-29,LAL,NJN,LAL,19.0,.500,.430,17,18
16,2009-11-29,PHO,TOR,TOR,19.0,.512,.391,16,11
16,2009-11-29,SAC,NOP,SAC,16.0,.530,.463,12,14
17,2009-11-29,LAC,MEM,LAC,10.0,.500,.487,16,16
16,2009-11-29,ORL,NYK,NYK,12.0,.506,.506,9,9
16,2009-11-29,BOS,MIA,MIA,7.0,.522,.418,14,11
16,2009-11-29,DET,ATL,DET,6.0,.440,.500,11,13
16,2009-11-29,SAS,PHI,SAS,8.0,.487,.393,17,12
16,2009-11-29,MIN,DEN,DEN,6.0,.512,.417,15,14
16,2009-11-29,HOU,OKC,OKC,9.0,.404,.480,15,19
15,2009-11-29,SAC,NOH,SAC,16.0,.530,.463,12,14
17,2009-11-30,UTA,MEM,UTA,27.0,.584,.474,12,15
14,2009-11-30,MIL,CHI,MIL,2.0,.424,.425,11,14
17,2009-11-30,DAL,PHI,DAL,2.0,.460,.407,10,17
15,2009-11-30,GSW,IND,GSW,19.0,.563,.442,22,24
17,2009-12-01,NYK,PHO,NYK,27.0,.495,.455,10,17
18,2009-12-01,WAS,TOR,TOR,4.0,.476,.429,10,16
16,2009-12-01,MIA,POR,POR,7.0,.533,.391,9,11
16,2009-12-01,LAL,NOH,LAL,11.0,.521,.477,16,15
16,2009-12-01,BOS,CHO,CHO,18.0,.545,.405,17,11
17,2009-12-01,BOS,CHA,CHA,18.0,.545,.405,17,11
17,2009-12-01,LAL,NOP,LAL,11.0,.521,.477,16,15
17,2009-12-01,DEN,GSW,DEN,28.0,.547,.436,15,14
17,2009-12-02,ATL,TOR,ATL,31.0,.591,.512,9,9
15,2009-12-02,CHI,DET,CHI,7.0,.478,.385,17,15
17,2009-12-02,CLE,PHO,CLE,17.0,.484,.400,10,16
18,2009-12-02,DAL,NJN,NJN,16.0,.587,.442,18,13
18,2009-12-02,ORL,NYK,ORL,14.0,.551,.464,18,18
16,2009-12-02,WAS,MIL,WAS,2.0,.543,.442,17,9
17,2009-12-02,OKC,PHI,OKC,11.0,.506,.500,14,15
15,2009-12-02,SAC,IND,SAC,5.0,.506,.435,19,18
17,2009-12-02,HOU,LAC,LAC,17.0,.507,.453,18,15
18,2009-12-02,MEM,MIN,MIN,2.0,.453,.500,9,14
17,2009-12-02,DAL,BRK,BRK,16.0,.587,.442,18,13
18,2009-12-03,DEN,MIA,DEN,18.0,.474,.427,11,10
18,2009-12-03,BOS,SAS,SAS,7.0,.462,.420,12,18
17,2009-12-03,HOU,GSW,GSW,2.0,.488,.451,23,17
19,2009-12-04,MEM,DAL,MEM,16.0,.459,.352,14,15
18,2009-12-04,NYK,ATL,ATL,7.0,.577,.456,12,6
16,2009-12-04,CLE,CHI,CLE,14.0,.513,.423,11,11
16,2009-12-04,UTA,IND,UTA,9.0,.435,.397,16,16
18,2009-12-04,NOP,MIN,NOP,9.0,.500,.424,16,17
18,2009-12-04,BRK,CHA,BRK,6.0,.391,.452,7,18
17,2009-12-04,LAL,MIA,LAL,1.0,.430,.487,7,12
18,2009-12-04,NOH,MIN,NOH,9.0,.500,.424,16,17
22,2009-12-04,TOR,WAS,WAS,2.0,.451,.368,17,9
17,2009-12-04,NJN,CHO,NJN,6.0,.391,.452,7,18
18,2009-12-04,DET,MIL,DET,9.0,.574,.434,20,9
19,2009-12-04,BOS,OKC,OKC,18.0,.565,.471,16,16
19,2009-12-05,MIN,UTA,MIN,7.0,.571,.500,13,14
17,2009-12-05,LAC,IND,LAC,16.0,.349,.375,21,20
19,2009-12-05,DEN,SAS,SAS,7.0,.481,.471,14,19
17,2009-12-05,TOR,CHI,CHI,32.0,.482,.390,13,14
18,2009-12-05,ORL,GSW,GSW,8.0,.527,.472,16,15
19,2009-12-05,CHA,PHI,CHA,1.0,.487,.429,17,13
18,2009-12-05,CHO,PHI,CHO,1.0,.487,.429,17,13
19,2009-12-05,PHO,SAC,PHO,8.0,.432,.433,9,10
19,2009-12-05,ATL,DAL,DAL,5.0,.360,.373,8,16
19,2009-12-05,POR,HOU,POR,1.0,.478,.442,12,8
19,2009-12-06,DET,WAS,DET,4.0,.427,.436,11,17
19,2009-12-06,NYK,BRK,NYK,9.0,.468,.494,15,14
18,2009-12-06,LAL,PHO,LAL,20.0,.469,.446,11,14
22,2009-12-06,NYK,NJN,NYK,9.0,.468,.494,15,14
19,2009-12-06,MIA,SAC,SAC,13.0,.586,.468,13,17
19,2009-12-06,CLE,MIL,MIL,15.0,.473,.376,18,12
19,2009-12-07,OKC,GSW,OKC,16.0,.422,.434,18,20
17,2009-12-07,UTA,SAS,UTA,3.0,.532,.486,13,15
22,2009-12-07,DEN,PHI,PHI,10.0,.392,.402,15,13
23,2009-12-07,NYK,POR,NYK,9.0,.410,.470,12,18
18,2009-12-08,NJN,CHI,CHI,2.0,.452,.466,13,17
19,2009-12-08,NOH,SAC,NOH,2.0,.500,.506,12,9
22,2009-12-08,BRK,CHI,CHI,2.0,.452,.466,13,17
23,2009-12-08,CHA,DEN,CHA,12.0,.461,.453,18,18
22,2009-12-08,ORL,LAC,LAC,11.0,.451,.400,16,12
19,2009-12-08,NOP,SAC,NOP,2.0,.500,.506,12,9
22,2009-12-08,MEM,CLE,MEM,2.0,.440,.444,16,20
23,2009-12-08,DAL,PHO,DAL,1.0,.447,.443,13,15
22,2009-12-08,BOS,MIL,BOS,9.0,.522,.430,15,20
19,2009-12-08,CHO,DEN,CHO,12.0,.461,.453,18,18
22,2009-12-08,TOR,MIN,TOR,6.0,.325,.371,9,14
23,2009-12-09,NOH,MIN,MIN,1.0,.470,.526,12,19
22,2009-12-09,NOP,MIN,MIN,1.0,.470,.526,12,19
22,2009-12-09,SAS,SAC,SAS,12.0,.553,.523,13,15
19,2009-12-09,LAL,UTA,LAL,24.0,.462,.337,9,13
23,2009-12-09,GSW,BRK,BRK,16.0,.494,.430,18,22
22,2009-12-09,GSW,NJN,NJN,16.0,.494,.430,18,22
22,2009-12-09,DET,PHI,PHI,4.0,.459,.440,12,13
22,2009-12-09,ATL,CHI,ATL,35.0,.500,.364,8,19
23,2009-12-09,HOU,CLE,HOU,10.0,.405,.400,13,20
18,2009-12-09,POR,IND,IND,11.0,.494,.413,11,11
22,2009-12-09,MIL,TOR,MIL,22.0,.525,.485,9,13
24,2009-12-10,DET,DEN,DET,2.0,.434,.447,11,15
23,2009-12-10,BOS,WAS,WAS,2.0,.493,.482,14,13
23,2009-12-10,UTA,ORL,UTA,9.0,.500,.461,6,13
24,2009-12-11,NYK,NOH,NOH,17.0,.551,.400,15,11
23,2009-12-11,OKC,MEM,MEM,8.0,.464,.413,13,12
22,2009-12-11,CHI,GSW,CHI,5.0,.417,.381,16,12
19,2009-12-11,SAS,CHA,SAS,19.0,.591,.427,28,19
24,2009-12-11,DAL,MIA,MIA,13.0,.488,.402,9,10
24,2009-12-11,CLE,POR,CLE,5.0,.544,.463,14,12
23,2009-12-11,NYK,NOP,NOP,17.0,.551,.400,15,11
22,2009-12-11,SAS,CHO,SAS,19.0,.591,.427,28,19
19,2009-12-11,IND,NJN,IND,16.0,.467,.363,18,14
24,2009-12-11,PHO,ORL,PHO,3.0,.477,.421,12,21
22,2009-12-11,LAL,MIN,LAL,12.0,.453,.432,14,17
23,2009-12-11,HOU,PHI,PHI,5.0,.446,.415,12,12
23,2009-12-11,ATL,TOR,TOR,22.0,.518,.486,12,17
24,2009-12-11,IND,BRK,IND,16.0,.467,.363,18,14
25,2009-12-12,DEN,PHO,DEN,6.0,.410,.545,14,20
24,2009-12-12,DET,GSW,DET,9.0,.542,.472,22,17
25,2009-12-12,SAC,MIN,SAC,20.0,.526,.430,15,15
23,2009-12-12,MIL,POR,MIL,7.0,.495,.402,16,17
25,2009-12-12,DAL,CHA,DAL,1.0,.398,.420,13,18
23,2009-12-12,DAL,CHO,DAL,1.0,.398,.420,13,18
