,Date,Winner,Loser,HomeTeam,MOV,Winner_FG%,Loser_FG%,Winner_TOV,Loser_TOV
70,1952-03-12,LAL,NYK,LAL,2.0,,,,
69,1952-03-12,MNL,NYK,MNL,2.0,,,,
68,1952-03-12,PHI,BOS,BOS,18.0,,,,
69,1952-03-13,SYR,BOS,SYR,19.0,,,,
70,1952-03-13,ROC,DET,DET,2.0,.370,.354,,
69,1952-03-13,PHI,BOS,PHI,19.0,,,,
70,1952-03-13,SAC,FTW,FTW,2.0,.370,.354,,
70,1952-03-14,PHW,ATL,PHW,3.0,.408,.344,,
69,1952-03-14,GSW,MLH,GSW,3.0,.408,.344,,
71,1952-03-15,PHW,ATL,ATL,19.0,,,,
70,1952-03-15,NYK,PHI,NYK,7.0,,,,
70,1952-03-15,GSW,MLH,GSW,19.0,,,,
71,1952-03-15,BOS,SAC,SAC,12.0,,,,
70,1952-03-15,NYK,SYR,NYK,7.0,,,,
70,1952-03-15,BOS,ROC,ROC,12.0,,,,
71,1952-03-16,NYK,SYR,SYR,6.0,,,,
71,1952-03-16,BOS,PHW,BOS,7.0,.400,.359,,
71,1952-03-16,DET,INO,DET,19.0,,,,
71,1952-03-16,BOS,GSW,BOS,7.0,.400,.359,,
71,1952-03-16,NYK,PHI,PHI,6.0,,,,
71,1952-03-16,LAL,BLB,LAL,44.0,,,,
0,1952-03-18,SAC,FTW,SAC,17.0,0.447,,,
0,1952-03-18,ROC,DET,ROC,17.0,,0.37799999999999995,,
0,1952-03-19,BOS,NYK,BOS,11.0,0.46799999999999997,0.326,,
1,1952-03-20,SAC,FTW,FTW,6.0,,,,
0,1952-03-20,PHI,PHW,PHI,19.0,0.442,0.365,,
0,1952-03-20,SYR,GSW,SYR,19.0,0.442,0.365,,
1,1952-03-20,ROC,DET,DET,6.0,,,,
1,1952-03-22,PHW,PHI,PHW,5.0,0.469,0.366,,
1,1952-03-22,GSW,SYR,GSW,5.0,0.469,0.366,,
2,1952-03-23,PHI,PHW,PHI,11.0,0.358,0.35700000000000004,,
2,1952-03-23,SYR,GSW,SYR,11.0,0.358,0.35700000000000004,,
0,1952-03-23,LAL,INO,LAL,8.0,0.33299999999999996,0.306,,
1,1952-03-23,NYK,BOS,NYK,4.0,0.46399999999999997,0.413,,
1,1952-03-25,LAL,INO,INO,7.0,0.457,0.42100000000000004,,
2,1952-03-26,NYK,BOS,BOS,1.0,0.424,0.37,,
2,1952-03-29,SAC,MNL,SAC,10.0,0.444,0.361,,
2,1952-03-29,ROC,LAL,ROC,10.0,0.444,0.361,,
3,1952-03-30,LAL,ROC,ROC,5.0,,,,
3,1952-03-30,MNL,SAC,SAC,5.0,,,,
3,1952-04-02,NYK,SYR,SYR,2.0,,,,
3,1952-04-02,NYK,PHI,PHI,2.0,,,,
4,1952-04-03,SYR,NYK,SYR,10.0,,,,
4,1952-04-03,PHI,NYK,PHI,10.0,,,,
5,1952-04-05,NYK,SYR,NYK,7.0,,,,
4,1952-04-05,LAL,ROC,LAL,10.0,0.39299999999999996,0.307,,
4,1952-04-05,MNL,SAC,MNL,10.0,0.39299999999999996,0.307,,
5,1952-04-05,NYK,PHI,NYK,7.0,,,,
5,1952-04-06,MNL,SAC,MNL,2.0,0.33799999999999997,0.41,,
5,1952-04-06,LAL,ROC,LAL,2.0,0.33799999999999997,0.41,,
6,1952-04-08,NYK,PHI,NYK,7.0,,,,
6,1952-04-08,NYK,SYR,NYK,7.0,,,,
7,1952-04-12,MNL,NYK,MNL,4.0,0.47100000000000003,0.364,,
6,1952-04-12,LAL,NYK,LAL,4.0,0.47100000000000003,0.364,,
8,1952-04-13,NYK,MNL,MNL,8.0,0.39399999999999996,0.299,,
7,1952-04-13,NYK,LAL,LAL,8.0,0.39399999999999996,0.299,,
9,1952-04-16,MNL,NYK,NYK,5.0,0.457,0.373,,
8,1952-04-16,LAL,NYK,NYK,5.0,0.457,0.373,,
9,1952-04-18,NYK,LAL,NYK,1.0,0.32,0.408,,
10,1952-04-18,NYK,MNL,NYK,1.0,0.32,0.408,,
10,1952-04-20,LAL,NYK,LAL,13.0,0.442,0.5,,
11,1952-04-20,MNL,NYK,MNL,13.0,0.442,0.5,,
11,1952-04-23,NYK,LAL,NYK,8.0,0.375,0.363,,
12,1952-04-23,NYK,MNL,NYK,8.0,0.375,0.363,,
13,1952-04-25,MNL,NYK,MNL,17.0,0.462,0.281,,
12,1952-04-25,LAL,NYK,LAL,17.0,0.462,0.281,,
20,,,,ATL,,,,,
20,,,,BOS,,,,,
20,,,,DET,,,,,
20,,,,GSW,,,,,
20,,,,LAL,,,,,
20,,,,NYK,,,,,
20,,,,PHI,,,,,
20,,,,SAC,,,,,
0,1952-10-31,BOS,INO,INO,15.0,.386,.258,19,23
0,1952-11-01,ATL,INO,ATL,2.0,,,,
0,1952-11-01,SAC,FTW,SAC,12.0,,,,
0,1952-11-01,PHW,PHI,PHW,2.0,.333,.347,,
0,1952-11-01,NYK,BLB,NYK,16.0,,,,
0,1952-11-01,GSW,SYR,GSW,2.0,.333,.347,,
0,1952-11-01,ROC,DET,ROC,12.0,,,,
1,1952-11-01,MNL,BOS,MNL,3.0,.418,.405,,
0,1952-11-01,LAL,BOS,LAL,3.0,.418,.405,,
1,1952-11-02,MNL,DET,DET,12.0,,,,
1,1952-11-02,SYR,GSW,SYR,26.0,,,,
1,1952-11-02,LAL,FTW,FTW,12.0,,,,
1,1952-11-02,PHI,PHW,PHI,26.0,,,,
2,1952-11-05,LAL,BLB,BLB,22.0,,,,
2,1952-11-06,ROC,DET,DET,20.0,,,,
1,1952-11-06,SAC,FTW,FTW,20.0,,,,
2,1952-11-07,SAC,INO,INO,2.0,,,,
2,1952-11-08,BOS,SYR,BOS,23.0,.407,.286,,
2,1952-11-08,MNL,GSW,GSW,22.0,,,,
3,1952-11-08,SAC,INO,SAC,3.0,,,,
3,1952-11-08,LAL,PHW,PHW,22.0,,,,
1,1952-11-08,NYK,BLB,BLB,30.0,,,,
2,1952-11-08,BOS,PHI,BOS,23.0,.407,.286,,
3,1952-11-09,DET,INO,DET,3.0,,,,
3,1952-11-09,PHI,MNL,PHI,7.0,,,,
4,1952-11-09,SYR,LAL,SYR,7.0,,,,
1,1952-11-09,ATL,ROC,ATL,3.0,,,,
4,1952-11-09,MLH,SAC,MLH,3.0,,,,
3,1952-11-11,MNL,BOS,BOS,9.0,.366,.310,,
5,1952-11-11,LAL,BOS,BOS,9.0,.366,.310,,
5,1952-11-11,SAC,NYK,SAC,10.0,,,,
4,1952-11-11,INO,DET,INO,15.0,,,,
2,1952-11-11,ROC,NYK,ROC,10.0,,,,
2,1952-11-12,BLB,ATL,BLB,17.0,,,,
4,1952-11-13,PHI,BOS,PHI,15.0,,,,
6,1952-11-13,SAC,MLH,SAC,18.0,,,,
6,1952-11-13,NYK,LAL,NYK,9.0,,,,
3,1952-11-13,NYK,MNL,NYK,9.0,,,,
4,1952-11-13,SYR,BOS,SYR,15.0,,,,
3,1952-11-13,ROC,ATL,ATL,18.0,,,,
3,1952-11-14,INO,GSW,GSW,6.0,,,,
4,1952-11-15,ATL,FTW,ATL,3.0,,,,
7,1952-11-15,SAC,MNL,SAC,8.0,,,,
4,1952-11-15,INO,GSW,GSW,3.0,,,,
5,1952-11-15,NYK,BOS,NYK,11.0,,,,
5,1952-11-15,MLH,DET,MLH,3.0,,,,
5,1952-11-15,BLB,PHI,BLB,6.0,,,,
7,1952-11-15,ROC,LAL,ROC,8.0,,,,
6,1952-11-16,PHI,INO,PHI,6.0,,,,
5,1952-11-16,GSW,BLB,GSW,2.0,,,,
8,1952-11-16,LAL,MLH,LAL,36.0,.417,.213,,
6,1952-11-16,BOS,ROC,BOS,9.0,.408,.365,,
5,1952-11-16,MNL,ATL,MNL,36.0,.417,.213,,
6,1952-11-16,DET,NYK,DET,29.0,,,,
8,1952-11-16,BOS,SAC,BOS,9.0,.408,.365,,
5,1952-11-16,FTW,NYK,FTW,29.0,,,,
6,1952-11-18,GSW,MLH,GSW,1.0,.460,.425,,
6,1952-11-18,PHW,ATL,ATL,1.0,.460,.425,,
6,1952-11-18,INO,NYK,INO,10.0,,,,
7,1952-11-19,BOS,ATL,ATL,14.0,,,,
7,1952-11-19,BLB,GSW,BLB,17.0,.506,,,
7,1952-11-19,BOS,MLH,BOS,14.0,,,,
7,1952-11-20,NYK,INO,NYK,5.0,.333,.237,,
7,1952-11-20,PHI,MLH,PHI,19.0,,,,
7,1952-11-20,MNL,DET,DET,8.0,,,,
9,1952-11-20,LAL,FTW,FTW,8.0,,,,
8,1952-11-20,SYR,ATL,SYR,19.0,,,,
8,1952-11-20,GSW,BLB,GSW,7.0,.342,.388,,
9,1952-11-22,SAC,MLH,SAC,4.0,,,,
8,1952-11-22,BOS,INO,BOS,5.0,.388,.404,,
8,1952-11-22,MNL,DET,MNL,7.0,.366,.333,,
10,1952-11-22,LAL,FTW,LAL,7.0,.366,.333,,
8,1952-11-22,NYK,SYR,NYK,30.0,,,,
8,1952-11-22,NYK,PHI,NYK,30.0,,,,
9,1952-11-22,BLB,GSW,GSW,1.0,,,,
9,1952-11-22,ROC,ATL,ROC,4.0,,,,
10,1952-11-23,FTW,GSW,FTW,12.0,,,,
9,1952-11-23,PHI,NYK,PHI,3.0,,,,
9,1952-11-23,DET,PHW,DET,12.0,,,,
10,1952-11-23,BOS,SAC,SAC,2.0,,,,
9,1952-11-23,SYR,NYK,SYR,3.0,,,,
10,1952-11-23,MNL,ATL,ATL,16.0,,,,
11,1952-11-23,LAL,MLH,MLH,16.0,,,,
9,1952-11-23,BOS,ROC,ROC,2.0,,,,
11,1952-11-25,SAC,BLB,SAC,17.0,,,,
11,1952-11-25,ATL,INO,INO,12.0,,,,
10,1952-11-26,DET,MLH,MLH,8.0,,,,
10,1952-11-26,NYK,BLB,BLB,2.0,,,,
10,1952-11-26,BOS,PHW,BOS,1.0,.395,.432,,
12,1952-11-26,FTW,ATL,ATL,8.0,,,,
11,1952-11-26,BOS,GSW,BOS,1.0,.395,.432,,
13,1952-11-27,FTW,ATL,FTW,8.0,,,,
12,1952-11-27,LAL,INO,LAL,21.0,.427,.261,,
12,1952-11-27,SYR,SAC,SYR,7.0,,,,
11,1952-11-27,NYK,BLB,NYK,12.0,,,,
10,1952-11-27,PHI,ROC,PHI,7.0,,,,
12,1952-11-27,BOS,GSW,GSW,13.0,,,,
11,1952-11-27,DET,MLH,DET,8.0,,,,
11,1952-11-27,BOS,PHW,PHW,13.0,,,,
14,1952-11-28,ATL,PHW,ATL,1.0,,,,
13,1952-11-28,MLH,GSW,GSW,1.0,,,,
13,1952-11-28,LAL,INO,INO,15.0,,,,
11,1952-11-29,PHI,BLB,BLB,13.0,,,,
12,1952-11-29,NYK,INO,NYK,22.0,,,,
14,1952-11-29,ROC,LAL,ROC,12.0,,.343,,
13,1952-11-29,SAC,MNL,SAC,12.0,.318,,,
12,1952-11-29,BOS,FTW,BOS,7.0,,,,
12,1952-11-29,BOS,DET,DET,7.0,,,,
13,1952-11-30,DET,BLB,DET,5.0,,,,
12,1952-11-30,PHI,BOS,PHI,12.0,,,,
15,1952-11-30,ROC,ATL,ATL,3.0,,,,
15,1952-11-30,LAL,PHW,LAL,25.0,.382,.301,,
14,1952-11-30,SAC,MLH,MLH,3.0,,,,
13,1952-11-30,SYR,BOS,SYR,12.0,,,,
14,1952-11-30,MNL,GSW,MNL,25.0,.382,.301,,
16,1952-12-01,LAL,BLB,LAL,22.0,.407,.329,,
13,1952-12-02,NYK,PHW,PHW,7.0,,,,
15,1952-12-02,INO,SAC,INO,9.0,,,,
15,1952-12-02,NYK,GSW,GSW,7.0,,,,
16,1952-12-03,NYK,GSW,GSW,25.0,,,,
14,1952-12-03,NYK,PHW,NYK,25.0,,,,
16,1952-12-03,BLB,ATL,BLB,11.0,,,,
14,1952-12-03,MNL,BOS,BOS,4.0,.467,.360,,
17,1952-12-03,LAL,BOS,BOS,4.0,.467,.360,,
15,1952-12-04,MLH,BOS,BOS,17.0,,,,
18,1952-12-04,LAL,NYK,NYK,10.0,,,,
15,1952-12-04,MNL,NYK,NYK,10.0,,,,
13,1952-12-04,PHI,FTW,FTW,8.0,,,,
17,1952-12-04,ATL,BOS,ATL,17.0,,,,
14,1952-12-04,SYR,DET,DET,8.0,,,,
15,1952-12-05,INO,DET,INO,10.0,,,,
19,1952-12-06,LAL,NYK,LAL,7.0,.423,.400,,
16,1952-12-06,BOS,MLH,BOS,5.0,.375,.341,,
16,1952-12-06,DET,BLB,BLB,12.0,,,,
16,1952-12-06,MNL,NYK,MNL,7.0,.423,.400,,
14,1952-12-06,PHI,PHW,PHW,8.0,,,,
16,1952-12-06,SAC,INO,SAC,3.0,,,,
18,1952-12-06,BOS,ATL,BOS,5.0,.375,.341,,
17,1952-12-06,SYR,GSW,GSW,8.0,,,,
18,1952-12-07,ROC,GSW,ROC,2.0,,,,
17,1952-12-07,FTW,NYK,FTW,11.0,,,,
17,1952-12-07,SAC,PHW,SAC,2.0,,,,
17,1952-12-07,DET,NYK,DET,11.0,,,,
19,1952-12-07,SYR,ATL,SYR,4.0,,,,
15,1952-12-07,PHI,MLH,PHI,4.0,,,,
22,1952-12-08,INO,LAL,LAL,5.0,,,,
16,1952-12-08,MLH,PHI,MLH,12.0,,,,
22,1952-12-08,ATL,SYR,ATL,12.0,,,,
17,1952-12-09,PHI,INO,INO,17.0,,,,
18,1952-12-09,ROC,NYK,NYK,2.0,,,,
19,1952-12-09,BOS,GSW,GSW,14.0,,,,
18,1952-12-09,SAC,NYK,NYK,2.0,,,,
17,1952-12-09,BOS,PHW,BOS,14.0,,,,
19,1952-12-10,SAC,BLB,BLB,2.0,,,,
18,1952-12-10,BOS,PHW,BOS,6.0,,,,
22,1952-12-10,BOS,GSW,GSW,6.0,,,,
22,1952-12-11,PHW,SAC,PHW,12.0,,,,
18,1952-12-11,DET,MLH,DET,1.0,,,,
23,1952-12-11,FTW,ATL,FTW,1.0,,,,
23,1952-12-11,LAL,SYR,LAL,3.0,.352,.371,,
18,1952-12-11,MNL,PHI,MNL,3.0,.352,.371,,
23,1952-12-11,GSW,ROC,GSW,12.0,,,,
19,1952-12-11,BOS,BLB,BOS,6.0,,,,
24,1952-12-12,INO,ATL,INO,14.0,,,,
23,1952-12-13,NYK,SAC,SAC,2.0,,,,
24,1952-12-13,BOS,GSW,BOS,4.0,.337,.330,,
19,1952-12-13,NYK,ROC,ROC,2.0,,,,
22,1952-12-13,BOS,PHW,BOS,4.0,.337,.330,,
23,1952-12-14,BOS,BLB,BLB,10.0,,,,
25,1952-12-14,SYR,GSW,SYR,19.0,,,,
19,1952-12-14,DET,INO,DET,15.0,,,,
24,1952-12-14,MNL,SAC,MNL,18.0,.341,.313,,
25,1952-12-14,NYK,ATL,ATL,5.0,,,,
24,1952-12-14,LAL,ROC,LAL,18.0,.341,.313,,
22,1952-12-14,NYK,MLH,MLH,5.0,,,,
19,1952-12-14,PHI,PHW,PHI,19.0,,,,
23,1952-12-16,NYK,SYR,NYK,5.0,,,,
22,1952-12-16,NYK,PHI,NYK,5.0,,,,
25,1952-12-16,SAC,INO,INO,13.0,,,,
22,1952-12-16,DET,PHW,DET,31.0,,,,
26,1952-12-16,FTW,GSW,GSW,31.0,,,,
27,1952-12-18,FTW,GSW,GSW,7.0,,,,
23,1952-12-18,DET,PHW,PHW,7.0,,,,
23,1952-12-18,BOS,PHI,PHI,5.0,,,,
24,1952-12-18,BOS,SYR,BOS,5.0,,,,
25,1952-12-19,LAL,INO,INO,18.0,,,,
24,1952-12-20,BOS,PHI,BOS,14.0,.405,.400,,
24,1952-12-20,NYK,BLB,BLB,3.0,,,,
25,1952-12-20,BOS,SYR,BOS,14.0,.405,.400,,
26,1952-12-20,MLH,LAL,MLH,11.0,.427,.306,,
26,1952-12-20,ATL,MNL,ATL,11.0,.427,.306,,
24,1952-12-20,ROC,DET,ROC,3.0,,,,
26,1952-12-20,SAC,FTW,SAC,3.0,,,,
27,1952-12-21,SAC,INO,SAC,18.0,,,,
28,1952-12-21,FTW,GSW,FTW,3.0,,,,
26,1952-12-21,SYR,BOS,SYR,4.0,,,,
25,1952-12-21,DET,PHW,DET,3.0,,,,
25,1952-12-21,NYK,BLB,NYK,25.0,,,,
25,1952-12-21,PHI,BOS,PHI,4.0,,,,
26,1952-12-22,NYK,MLH,NYK,5.0,,,,
27,1952-12-22,NYK,ATL,ATL,5.0,,,,
26,1952-12-23,INO,DET,INO,13.0,,,,
29,1952-12-25,ROC,GSW,GSW,15.0,,,,
28,1952-12-25,FTW,ATL,FTW,2.0,,,,
27,1952-12-25,NYK,BOS,NYK,13.0,,,,
27,1952-12-25,LAL,INO,LAL,17.0,.398,.365,,
28,1952-12-25,SAC,PHW,PHW,15.0,,,,
27,1952-12-25,DET,MLH,DET,2.0,,,,
26,1952-12-25,PHI,BLB,PHI,10.0,,,,
28,1952-12-26,INO,BOS,INO,11.0,,,,
27,1952-12-27,PHI,BLB,BLB,5.0,,,,
28,1952-12-27,DET,NYK,DET,1.0,,,,
28,1952-12-27,FTW,NYK,NYK,1.0,,,,
29,1952-12-27,MNL,BOS,MNL,23.0,.429,.310,,
29,1952-12-27,SAC,INO,SAC,21.0,,,,
28,1952-12-27,LAL,BOS,LAL,23.0,.429,.310,,
30,1952-12-28,NYK,GSW,NYK,18.0,,,,
29,1952-12-28,NYK,PHW,NYK,18.0,,,,
29,1952-12-28,BOS,DET,DET,23.0,,,,
28,1952-12-28,PHI,INO,PHI,11.0,,,,
29,1952-12-28,LAL,MLH,LAL,9.0,.419,.349,,
30,1952-12-28,BOS,FTW,FTW,23.0,,,,
29,1952-12-28,MNL,ATL,MNL,9.0,.419,.349,,
29,1952-12-30,ROC,PHI,ROC,13.0,,,,
30,1952-12-30,INO,LAL,INO,5.0,,,,
30,1952-12-30,SAC,SYR,SAC,13.0,,,,
31,1952-12-31,LAL,BLB,LAL,26.0,.373,.272,,
30,1952-12-31,ROC,ATL,ATL,8.0,,,,
30,1952-12-31,DET,INO,DET,6.0,,,,
31,1952-12-31,SAC,MLH,SAC,8.0,,,,
30,1952-12-31,BOS,PHI,BOS,10.0,,,,
31,1952-12-31,BOS,SYR,BOS,10.0,,,,
31,1953-01-01,BLB,ATL,ATL,2.0,,,,
31,1953-01-01,NYK,GSW,GSW,26.0,,,,
31,1953-01-01,SYR,DET,SYR,14.0,,,,
31,1953-01-01,PHI,FTW,PHI,14.0,,,,
30,1953-01-01,NYK,PHW,PHW,26.0,,,,
32,1953-01-01,BOS,SAC,SAC,2.0,,,,
32,1953-01-01,BOS,ROC,ROC,2.0,,,,
32,1953-01-02,MNL,ATL,ATL,8.0,,,,
32,1953-01-02,LAL,MLH,LAL,8.0,,,,
32,1953-01-03,NYK,PHI,NYK,8.0,,,,
32,1953-01-03,BLB,GSW,BLB,4.0,,,,
33,1953-01-03,SAC,FTW,SAC,5.0,,,,
33,1953-01-03,BOS,INO,BOS,15.0,,,,
33,1953-01-03,MNL,ATL,ATL,4.0,,,,
32,1953-01-03,ROC,DET,ROC,5.0,,,,
33,1953-01-03,LAL,MLH,LAL,4.0,,,,
31,1953-01-03,NYK,SYR,NYK,8.0,,,,
33,1953-01-04,FTW,GSW,FTW,11.0,,,,
34,1953-01-04,LAL,ROC,LAL,3.0,.463,.413,,
34,1953-01-04,MNL,SAC,MNL,3.0,.463,.413,,
33,1953-01-04,PHI,BLB,PHI,25.0,,,,
33,1953-01-04,DET,PHW,DET,11.0,,,,
34,1953-01-04,BOS,NYK,BOS,3.0,.473,.462,,
35,1953-01-06,ROC,LAL,LAL,16.0,,,,
34,1953-01-06,ATL,FTW,ATL,2.0,,,,
34,1953-01-06,GSW,INO,INO,5.0,,,,
34,1953-01-06,MLH,DET,MLH,2.0,,,,
35,1953-01-06,SAC,MNL,SAC,16.0,,,,
35,1953-01-07,BOS,GSW,GSW,2.0,.397,.361,,
35,1953-01-07,BOS,PHW,PHW,2.0,.397,.361,,
34,1953-01-07,PHI,NYK,PHI,21.0,.538,.386,,
33,1953-01-07,SYR,NYK,NYK,21.0,.538,.386,,
35,1953-01-08,PHI,MNL,PHI,8.0,,,,
36,1953-01-08,SYR,LAL,SYR,8.0,,,,
36,1953-01-08,BOS,SAC,SAC,3.0,,,,
36,1953-01-08,BOS,ROC,BOS,3.0,,,,
35,1953-01-08,NYK,ATL,NYK,13.0,,,,
34,1953-01-08,NYK,MLH,NYK,13.0,,,,
35,1953-01-09,NYK,INO,INO,4.0,,,,
37,1953-01-09,BLB,BOS,BOS,4.0,,,,
36,1953-01-10,SYR,GSW,GSW,10.0,,,,
37,1953-01-10,SAC,MLH,SAC,8.0,,,,
36,1953-01-10,PHI,PHW,PHI,10.0,,,,
36,1953-01-10,ROC,ATL,ROC,8.0,,,,
37,1953-01-10,LAL,FTW,LAL,5.0,.361,.367,,
38,1953-01-10,BLB,BOS,BLB,21.0,,,,
35,1953-01-10,MNL,DET,DET,5.0,.361,.367,,
37,1953-01-11,ATL,ROC,ATL,4.0,,,,
36,1953-01-11,DET,INO,DET,4.0,,,,
38,1953-01-11,MLH,SAC,MLH,4.0,,,,
37,1953-01-11,SYR,GSW,SYR,4.0,,,,
37,1953-01-11,PHI,PHW,PHI,4.0,,,,
39,1953-01-11,BOS,BLB,BOS,44.0,.533,.431,,
36,1953-01-11,MNL,NYK,MNL,6.0,.429,.321,,
38,1953-01-11,LAL,NYK,LAL,6.0,.429,.321,,
39,1953-01-14,LAL,BLB,BLB,8.0,,,,
37,1953-01-15,DET,BOS,DET,6.0,,,,
39,1953-01-15,SYR,SAC,SYR,24.0,,,,
38,1953-01-15,PHI,ROC,PHI,24.0,,,,
38,1953-01-15,INO,ATL,ATL,7.0,,,,
40,1953-01-15,FTW,BOS,FTW,6.0,,,,
38,1953-01-16,DET,INO,DET,7.0,,,,
39,1953-01-16,BOS,ATL,ATL,10.0,,,,
41,1953-01-16,BOS,MLH,MLH,10.0,,,,
40,1953-01-17,ROC,LAL,ROC,8.0,,,,
37,1953-01-17,NYK,PHW,NYK,8.0,,,,
40,1953-01-17,SAC,MNL,SAC,8.0,,,,
38,1953-01-17,NYK,GSW,NYK,8.0,,,,
41,1953-01-18,FTW,SAC,FTW,3.0,,,,
39,1953-01-18,PHI,BLB,PHI,19.0,,,,
44,1953-01-18,BOS,NYK,BOS,16.0,.410,.418,,
41,1953-01-18,MLH,LAL,LAL,13.0,.444,.303,,
40,1953-01-18,ATL,MNL,MNL,13.0,.444,.303,,
39,1953-01-18,DET,ROC,DET,3.0,,,,
39,1953-01-18,INO,GSW,GSW,2.0,,,,
44,1953-01-20,INO,SAC,INO,11.0,,,,
40,1953-01-21,BOS,DET,BOS,10.0,.432,.395,,
45,1953-01-21,SAC,BLB,BLB,7.0,,,,
45,1953-01-21,BOS,FTW,BOS,10.0,.432,.395,,
41,1953-01-21,ATL,NYK,ATL,2.0,,,,
39,1953-01-21,MLH,NYK,NYK,2.0,,,,
40,1953-01-22,PHI,FTW,PHI,12.0,,,,
40,1953-01-22,MLH,GSW,GSW,6.0,.476,.467,,
46,1953-01-22,NYK,BOS,BOS,23.0,.448,.378,,
40,1953-01-22,NYK,BOS,NYK,23.0,.448,.378,,
41,1953-01-22,SYR,DET,SYR,12.0,,,,
44,1953-01-22,ATL,PHW,PHW,6.0,.476,.467,,
44,1953-01-23,MLH,LAL,LAL,2.0,,,,
47,1953-01-23,INO,BOS,INO,5.0,,,,
45,1953-01-23,ATL,MNL,ATL,2.0,,,,
41,1953-01-24,NYK,FTW,NYK,6.0,,,,
46,1953-01-24,SYR,SAC,SAC,25.0,,,,
46,1953-01-24,ATL,INO,ATL,8.0,,,,
41,1953-01-24,PHI,ROC,ROC,25.0,,,,
44,1953-01-24,NYK,DET,NYK,6.0,,,,
45,1953-01-25,DET,MLH,DET,3.0,,,,
41,1953-01-25,BLB,GSW,BLB,14.0,,,,
45,1953-01-25,LAL,BOS,LAL,5.0,.410,.355,,
48,1953-01-25,MNL,BOS,MNL,5.0,.410,.355,,
44,1953-01-25,NYK,PHI,PHI,35.0,,,,
44,1953-01-25,NYK,SYR,SYR,35.0,,,,
47,1953-01-25,FTW,ATL,FTW,3.0,,,,
47,1953-01-27,NYK,SAC,SAC,2.0,.386,.309,,
46,1953-01-27,LAL,FTW,LAL,20.0,,,,
49,1953-01-27,BOS,MLH,BOS,22.0,,,,
45,1953-01-27,NYK,ROC,ROC,2.0,.386,.309,,
48,1953-01-27,BOS,ATL,ATL,22.0,,,,
46,1953-01-27,MNL,DET,DET,20.0,,,,
45,1953-01-27,INO,PHI,INO,4.0,,,,
49,1953-01-28,ATL,BLB,BLB,1.0,,,,
50,1953-01-29,ATL,BLB,ATL,3.0,.338,.241,,
47,1953-01-29,SYR,LAL,LAL,18.0,.377,.250,,
44,1953-01-29,NYK,GSW,GSW,11.0,.362,.267,,
50,1953-01-29,FTW,BOS,FTW,13.0,,,,
46,1953-01-29,PHI,MNL,MNL,18.0,.377,.250,,
47,1953-01-29,DET,BOS,DET,13.0,,,,
46,1953-01-29,NYK,PHW,PHW,11.0,.362,.267,,
48,1953-01-30,SAC,FTW,SAC,2.0,,,,
47,1953-01-30,MLH,PHI,MLH,16.0,,,,
48,1953-01-30,ROC,DET,DET,2.0,,,,
51,1953-01-30,ATL,SYR,ATL,16.0,,,,
49,1953-01-31,MNL,DET,MNL,7.0,.462,.345,,
51,1953-01-31,NYK,BOS,NYK,7.0,,,,
48,1953-01-31,LAL,FTW,LAL,7.0,.462,.345,,
49,1953-01-31,SAC,PHW,SAC,20.0,,,,
45,1953-01-31,ROC,GSW,ROC,20.0,,,,
50,1953-02-01,MNL,DET,DET,16.0,,,,
48,1953-02-01,PHI,BLB,PHI,15.0,,,,
52,1953-02-01,ROC,BOS,BOS,23.0,.535,.324,,
46,1953-02-01,NYK,GSW,GSW,5.0,,,,
49,1953-02-01,LAL,FTW,FTW,16.0,,,,
48,1953-02-01,NYK,PHW,NYK,5.0,,,,
50,1953-02-01,SAC,BOS,BOS,23.0,.535,.324,,
49,1953-02-02,PHI,BLB,PHI,21.0,,,,
52,1953-02-02,ROC,ATL,ATL,2.0,,,,
51,1953-02-02,SAC,MLH,SAC,2.0,,,,
52,1953-02-03,SAC,BLB,SAC,27.0,,,,
49,1953-02-03,NYK,MLH,NYK,7.0,,,,
50,1953-02-03,INO,LAL,INO,3.0,,,,
53,1953-02-03,NYK,ATL,ATL,7.0,,,,
47,1953-02-04,GSW,BLB,GSW,8.0,,,,
50,1953-02-04,BOS,PHI,BOS,13.0,.486,.353,,
53,1953-02-04,BOS,SYR,BOS,13.0,.486,.353,,
53,1953-02-05,SYR,SAC,SYR,4.0,,,,
51,1953-02-05,LAL,NYK,LAL,8.0,.439,.296,,
51,1953-02-05,DET,INO,DET,5.0,,,,
51,1953-02-05,PHI,ROC,PHI,4.0,,,,
50,1953-02-05,MNL,NYK,MNL,8.0,.439,.296,,
51,1953-02-06,NYK,INO,INO,11.0,,,,
52,1953-02-07,NYK,PHW,NYK,23.0,,,,
52,1953-02-07,ROC,LAL,ROC,15.0,,,,
54,1953-02-07,SAC,MNL,SAC,15.0,,,,
54,1953-02-07,BOS,BLB,BLB,3.0,,,,
48,1953-02-07,NYK,GSW,NYK,23.0,,,,
49,1953-02-08,SYR,GSW,SYR,9.0,,,,
55,1953-02-08,MLH,SAC,MLH,3.0,,,,
52,1953-02-08,PHI,PHW,PHI,9.0,,,,
52,1953-02-08,DET,BLB,DET,11.0,,,,
54,1953-02-08,ATL,ROC,ATL,3.0,,,,
53,1953-02-08,LAL,INO,LAL,4.0,.329,.324,,
55,1953-02-08,BOS,NYK,BOS,8.0,.426,.373,,
56,1953-02-10,SAC,PHW,SAC,16.0,,,,
