,Date,Winner,Loser,HomeTeam,MOV,Winner_FG%,Loser_FG%,Winner_TOV,Loser_TOV
5,1959-11-10,ATL,MNL,ATL,29.0,.451,.371,,
7,1959-11-10,BOS,DET,BOS,19.0,.436,.415,,
5,1959-11-10,GSW,NYK,GSW,1.0,.409,.422,,
5,1959-11-10,PHW,NYK,PHW,1.0,.409,.422,,
8,1959-11-10,BOS,DET,DET,19.0,.436,.415,,
6,1959-11-11,GSW,DET,DET,14.0,.434,.372,,
8,1959-11-11,BOS,CIN,BOS,33.0,,,,
9,1959-11-11,PHW,DET,DET,14.0,.434,.372,,
8,1959-11-11,BOS,SAC,BOS,33.0,,,,
10,1959-11-12,DET,MNL,DET,14.0,,,,
7,1959-11-12,GSW,CIN,CIN,8.0,.438,.420,,
10,1959-11-12,DET,LAL,LAL,14.0,,,,
7,1959-11-12,PHI,NYK,NYK,9.0,,,,
9,1959-11-12,PHW,SAC,SAC,8.0,.438,.420,,
6,1959-11-12,SYR,NYK,NYK,9.0,,,,
8,1959-11-14,GSW,MNL,GSW,6.0,.365,.367,,
11,1959-11-14,PHW,LAL,PHW,6.0,.365,.367,,
9,1959-11-14,BOS,STL,BOS,2.0,.438,.494,,
10,1959-11-14,DET,SAC,DET,8.0,,,,
11,1959-11-14,DET,CIN,DET,8.0,,,,
8,1959-11-14,PHI,NYK,PHI,8.0,,,,
7,1959-11-14,SYR,NYK,SYR,8.0,,,,
6,1959-11-14,BOS,ATL,BOS,2.0,.438,.494,,
11,1959-11-15,BOS,SAC,SAC,6.0,.485,.477,,
10,1959-11-15,BOS,CIN,CIN,6.0,.485,.477,,
12,1959-11-15,DET,NYK,NYK,9.0,,,,
9,1959-11-15,MNL,GSW,GSW,6.0,.430,.405,,
12,1959-11-15,LAL,PHW,LAL,6.0,.430,.405,,
9,1959-11-17,PHI,CIN,PHI,5.0,,,,
9,1959-11-17,NYK,STL,NYK,8.0,,,,
11,1959-11-17,BOS,DET,DET,3.0,,,,
12,1959-11-17,SYR,SAC,SAC,5.0,,,,
7,1959-11-17,NYK,ATL,NYK,8.0,,,,
10,1959-11-18,PHI,BOS,PHI,35.0,.513,.372,,
12,1959-11-18,SYR,BOS,SYR,35.0,.513,.372,,
13,1959-11-18,DET,SAC,SAC,17.0,,,,
10,1959-11-18,NYK,MNL,MNL,1.0,,,,
13,1959-11-18,NYK,LAL,LAL,1.0,,,,
14,1959-11-18,DET,CIN,DET,17.0,,,,
11,1959-11-19,NYK,CIN,CIN,21.0,,,,
14,1959-11-19,NYK,SAC,SAC,21.0,,,,
8,1959-11-20,ATL,PHW,PHW,1.0,.418,.454,,
13,1959-11-20,BOS,SYR,BOS,13.0,.385,.348,,
14,1959-11-20,LAL,DET,LAL,20.0,,,,
10,1959-11-20,STL,GSW,GSW,1.0,.418,.454,,
15,1959-11-20,MNL,DET,MNL,20.0,,,,
11,1959-11-20,BOS,PHI,BOS,13.0,.385,.348,,
16,1959-11-21,DET,STL,STL,2.0,,,,
15,1959-11-21,MNL,SAC,SAC,6.0,,,,
11,1959-11-21,SYR,GSW,SYR,9.0,.410,.333,,
14,1959-11-21,BOS,NYK,NYK,1.0,,,,
12,1959-11-21,PHI,PHW,PHI,9.0,.410,.333,,
9,1959-11-21,DET,ATL,ATL,2.0,,,,
15,1959-11-21,LAL,CIN,CIN,6.0,,,,
17,1959-11-22,DET,NYK,DET,11.0,,,,
16,1959-11-22,SAC,STL,SAC,6.0,,,,
12,1959-11-22,GSW,SYR,GSW,11.0,.385,.398,,
13,1959-11-22,PHW,PHI,PHI,11.0,.385,.398,,
10,1959-11-22,CIN,ATL,CIN,6.0,,,,
17,1959-11-24,DET,SAC,SAC,13.0,,,,
14,1959-11-24,PHI,NYK,NYK,13.0,,,,
14,1959-11-24,SYR,NYK,NYK,13.0,,,,
18,1959-11-24,DET,CIN,DET,13.0,,,,
15,1959-11-25,PHW,BOS,BOS,10.0,.414,.364,,
13,1959-11-25,GSW,BOS,BOS,10.0,.414,.364,,
15,1959-11-25,PHI,MNL,MNL,7.0,,,,
16,1959-11-25,SYR,LAL,LAL,7.0,,,,
19,1959-11-25,STL,DET,DET,7.0,,,,
11,1959-11-25,ATL,DET,DET,7.0,,,,
16,1959-11-26,PHW,BOS,PHW,13.0,.462,.382,,
16,1959-11-26,STL,PHI,STL,17.0,.431,.333,,
12,1959-11-26,ATL,SYR,ATL,17.0,.431,.333,,
17,1959-11-26,CIN,LAL,CIN,19.0,,,,
14,1959-11-26,GSW,BOS,GSW,13.0,.462,.382,,
18,1959-11-26,SAC,MNL,SAC,19.0,,,,
18,1959-11-28,STL,LAL,STL,11.0,,,,
15,1959-11-28,PHW,NYK,NYK,1.0,.379,.407,,
17,1959-11-28,PHI,CIN,CIN,6.0,,,,
13,1959-11-28,ATL,MNL,ATL,11.0,,,,
15,1959-11-28,GSW,NYK,NYK,1.0,.379,.407,,
17,1959-11-28,BOS,DET,BOS,26.0,.458,.381,,
19,1959-11-28,SYR,SAC,SAC,6.0,,,,
19,1959-11-29,BOS,LAL,LAL,16.0,.392,.315,,
16,1959-11-29,NYK,PHW,PHW,1.0,.425,.432,,
16,1959-11-29,NYK,GSW,GSW,1.0,.425,.432,,
18,1959-11-29,BOS,MNL,BOS,16.0,.392,.315,,
18,1959-12-01,STL,PHI,PHI,5.0,.418,.384,,
17,1959-12-01,MNL,NYK,NYK,3.0,,,,
14,1959-12-01,ATL,SYR,ATL,5.0,.418,.384,,
22,1959-12-01,LAL,NYK,NYK,3.0,,,,
22,1959-12-02,SAC,NYK,SAC,17.0,,,,
19,1959-12-02,PHI,STL,PHI,9.0,,,,
18,1959-12-02,CIN,NYK,NYK,17.0,,,,
15,1959-12-02,SYR,ATL,SYR,9.0,,,,
23,1959-12-03,PHW,LAL,PHW,14.0,.427,.402,,
23,1959-12-03,BOS,SAC,SAC,3.0,.393,.420,,
19,1959-12-03,BOS,CIN,BOS,3.0,.393,.420,,
17,1959-12-03,GSW,MNL,GSW,14.0,.427,.402,,
16,1959-12-04,PHW,ATL,ATL,12.0,.464,.372,,
22,1959-12-04,BOS,NYK,BOS,15.0,.422,.403,,
24,1959-12-04,DET,LAL,DET,19.0,,,,
18,1959-12-04,GSW,STL,GSW,12.0,.464,.372,,
23,1959-12-04,DET,MNL,DET,19.0,,,,
25,1959-12-05,SYR,LAL,SYR,13.0,,,,
17,1959-12-05,ATL,PHW,ATL,1.0,.464,.422,,
19,1959-12-05,STL,GSW,STL,1.0,.464,.422,,
22,1959-12-05,PHI,MNL,PHI,13.0,,,,
24,1959-12-05,NYK,DET,NYK,16.0,,,,
24,1959-12-06,STL,SAC,SAC,14.0,,,,
25,1959-12-06,PHW,DET,PHW,2.0,.396,.459,,
22,1959-12-06,GSW,DET,GSW,2.0,.396,.459,,
23,1959-12-06,BOS,MNL,MNL,17.0,.440,.348,,
18,1959-12-06,ATL,CIN,CIN,14.0,,,,
26,1959-12-06,BOS,LAL,LAL,17.0,.440,.348,,
23,1959-12-08,PHI,MNL,PHI,4.0,.356,.321,,
25,1959-12-08,SAC,STL,SAC,4.0,,,,
24,1959-12-08,BOS,NYK,NYK,16.0,,,,
27,1959-12-08,SYR,LAL,LAL,4.0,.356,.321,,
19,1959-12-08,CIN,ATL,ATL,4.0,,,,
26,1959-12-09,CIN,DET,DET,10.0,,,,
28,1959-12-09,LAL,SYR,LAL,10.0,,,,
26,1959-12-09,SAC,DET,SAC,10.0,,,,
24,1959-12-09,MNL,PHI,PHI,10.0,,,,
25,1959-12-09,BOS,PHW,BOS,21.0,.431,.380,,
23,1959-12-09,BOS,GSW,BOS,21.0,.431,.380,,
27,1959-12-10,PHW,SAC,PHW,19.0,.367,.381,,
22,1959-12-10,ATL,DET,ATL,18.0,,,,
24,1959-12-10,GSW,CIN,GSW,19.0,.367,.381,,
27,1959-12-10,STL,DET,DET,18.0,,,,
25,1959-12-11,NYK,PHI,NYK,31.0,,,,
24,1959-12-11,NYK,SYR,NYK,31.0,,,,
23,1959-12-11,BOS,ATL,BOS,23.0,.432,.438,,
26,1959-12-11,BOS,STL,BOS,23.0,.432,.438,,
25,1959-12-12,BOS,GSW,GSW,9.0,.426,.449,,
28,1959-12-12,SAC,MNL,MNL,10.0,,,,
29,1959-12-12,CIN,LAL,LAL,10.0,,,,
27,1959-12-12,BOS,PHW,PHW,9.0,.426,.449,,
26,1959-12-13,SYR,GSW,SYR,29.0,.563,.398,,
28,1959-12-13,DET,NYK,DET,18.0,,,,
29,1959-12-13,STL,SAC,STL,20.0,.408,.381,,
24,1959-12-13,ATL,CIN,ATL,20.0,.408,.381,,
26,1959-12-13,PHI,PHW,PHI,29.0,.563,.398,,
25,1959-12-15,ATL,NYK,NYK,9.0,,,,
26,1959-12-15,STL,NYK,NYK,9.0,,,,
30,1959-12-15,PHW,SAC,SAC,24.0,.429,.423,,
27,1959-12-15,GSW,CIN,GSW,24.0,.429,.423,,
26,1959-12-16,ATL,DET,DET,1.0,.412,.404,,
31,1959-12-16,PHW,SAC,SAC,9.0,.413,.369,,
27,1959-12-16,PHI,NYK,PHI,3.0,,,,
27,1959-12-16,SYR,NYK,SYR,3.0,,,,
28,1959-12-16,GSW,CIN,CIN,9.0,.413,.369,,
29,1959-12-16,STL,DET,DET,1.0,.412,.404,,
28,1959-12-17,BOS,NYK,NYK,11.0,.441,.408,,
28,1959-12-17,BOS,NYK,BOS,11.0,.441,.408,,
29,1959-12-19,STL,GSW,STL,13.0,.387,.269,,
29,1959-12-19,BOS,NYK,BOS,3.0,.427,.481,,
28,1959-12-19,DET,PHI,DET,8.0,,,,
30,1959-12-19,LAL,CIN,CIN,18.0,,,,
27,1959-12-19,ATL,PHW,ATL,13.0,.387,.269,,
30,1959-12-19,DET,SYR,DET,8.0,,,,
32,1959-12-19,MNL,SAC,SAC,18.0,,,,
30,1959-12-20,BOS,SYR,SYR,5.0,.500,.455,,
33,1959-12-20,NYK,SAC,NYK,14.0,,,,
28,1959-12-20,ATL,DET,ATL,16.0,.363,.299,,
31,1959-12-20,STL,DET,STL,16.0,.363,.299,,
29,1959-12-20,BOS,PHI,PHI,5.0,.500,.455,,
30,1959-12-20,NYK,CIN,NYK,14.0,,,,
34,1959-12-22,NYK,SAC,SAC,8.0,,,,
31,1959-12-22,BOS,DET,DET,32.0,,,,
31,1959-12-22,NYK,CIN,NYK,8.0,,,,
30,1959-12-25,GSW,SYR,GSW,8.0,.429,.416,,
29,1959-12-25,ATL,MNL,ATL,16.0,.470,.355,,
30,1959-12-25,PHW,PHI,PHI,8.0,.429,.416,,
35,1959-12-25,SAC,DET,SAC,18.0,,,,
32,1959-12-25,BOS,NYK,NYK,4.0,,,,
33,1959-12-25,CIN,DET,CIN,18.0,,,,
31,1959-12-25,STL,LAL,STL,16.0,.470,.355,,
31,1959-12-26,NYK,GSW,GSW,6.0,.421,.393,,
31,1959-12-26,PHI,STL,PHI,13.0,,,,
30,1959-12-26,SYR,ATL,SYR,13.0,,,,
32,1959-12-26,LAL,DET,DET,3.0,,,,
33,1959-12-26,NYK,PHW,PHW,6.0,.421,.393,,
34,1959-12-26,MNL,DET,DET,3.0,,,,
36,1959-12-27,BOS,SAC,SAC,11.0,,,,
35,1959-12-27,MNL,DET,MNL,10.0,,,,
33,1959-12-27,LAL,DET,LAL,10.0,,,,
33,1959-12-27,BOS,CIN,CIN,11.0,,,,
32,1959-12-28,GSW,CIN,GSW,5.0,.323,.423,,
32,1959-12-28,STL,PHI,STL,14.0,.475,.396,,
37,1959-12-28,PHW,SAC,SAC,5.0,.323,.423,,
31,1959-12-28,ATL,SYR,ATL,14.0,.475,.396,,
34,1959-12-28,BOS,LAL,BOS,3.0,.398,.417,,
34,1959-12-28,BOS,MNL,BOS,3.0,.398,.417,,
36,1959-12-30,NYK,DET,DET,15.0,,,,
38,1959-12-30,SYR,SAC,SAC,4.0,,,,
34,1959-12-30,NYK,DET,NYK,15.0,,,,
33,1959-12-30,GSW,MNL,GSW,15.0,.414,.336,,
32,1959-12-30,BOS,ATL,ATL,14.0,.382,.301,,
33,1959-12-30,PHI,CIN,CIN,4.0,,,,
35,1959-12-30,BOS,STL,STL,14.0,.382,.301,,
35,1959-12-30,PHW,LAL,PHW,15.0,.414,.336,,
36,1959-12-31,NYK,LAL,NYK,25.0,,,,
35,1959-12-31,NYK,MNL,NYK,25.0,,,,
36,1960-01-01,CIN,BOS,BOS,13.0,,,,
34,1960-01-01,PHI,MNL,MNL,11.0,,,,
37,1960-01-01,SYR,LAL,LAL,11.0,,,,
37,1960-01-01,DET,STL,DET,12.0,,,,
33,1960-01-01,DET,ATL,DET,12.0,,,,
39,1960-01-01,SAC,BOS,SAC,13.0,,,,
36,1960-01-02,NYK,CIN,CIN,8.0,,,,
37,1960-01-02,PHW,BOS,PHW,1.0,.444,.326,,
40,1960-01-02,NYK,SAC,SAC,8.0,,,,
34,1960-01-02,ATL,DET,ATL,1.0,,,,
34,1960-01-02,GSW,BOS,GSW,1.0,.444,.326,,
38,1960-01-02,STL,DET,STL,1.0,,,,
39,1960-01-03,DET,CIN,DET,2.0,,,,
35,1960-01-03,ATL,NYK,ATL,2.0,,,,
35,1960-01-03,PHI,BOS,PHI,1.0,,,,
38,1960-01-03,SYR,BOS,SYR,1.0,,,,
41,1960-01-03,DET,SAC,DET,2.0,,,,
37,1960-01-03,STL,NYK,STL,2.0,,,,
36,1960-01-04,BOS,PHI,BOS,7.0,.352,.404,,
39,1960-01-04,BOS,SYR,BOS,7.0,.352,.404,,
38,1960-01-05,PHW,LAL,LAL,15.0,.485,.404,,
35,1960-01-05,GSW,MNL,GSW,15.0,.485,.404,,
37,1960-01-05,PHI,BOS,PHI,2.0,.444,.399,,
40,1960-01-05,NYK,DET,NYK,11.0,,,,
40,1960-01-05,SYR,BOS,BOS,2.0,.444,.399,,
44,1960-01-06,SAC,NYK,SAC,16.0,.539,.382,,
39,1960-01-06,CIN,NYK,NYK,16.0,.539,.382,,
36,1960-01-06,PHW,ATL,PHW,20.0,.443,.433,,
36,1960-01-06,GSW,STL,GSW,20.0,.443,.433,,
38,1960-01-07,PHI,CIN,PHI,18.0,,,,
37,1960-01-07,GSW,DET,GSW,15.0,.456,.371,,
41,1960-01-07,PHW,DET,DET,15.0,.456,.371,,
45,1960-01-07,SYR,SAC,SYR,18.0,,,,
39,1960-01-08,PHI,DET,PHI,11.0,,,,
46,1960-01-08,SAC,STL,SAC,10.0,,,,
44,1960-01-08,SYR,DET,DET,11.0,,,,
37,1960-01-08,CIN,ATL,CIN,10.0,,,,
41,1960-01-09,BOS,DET,DET,23.0,,,,
38,1960-01-09,GSW,SYR,GSW,7.0,.422,.395,,
47,1960-01-09,MNL,SAC,MNL,30.0,,,,
39,1960-01-09,LAL,CIN,LAL,30.0,,,,
40,1960-01-09,PHW,PHI,PHW,7.0,.422,.395,,
40,1960-01-10,LAL,CIN,CIN,6.0,,,,
48,1960-01-10,MNL,SAC,SAC,6.0,,,,
41,1960-01-10,PHI,DET,PHI,5.0,,,,
38,1960-01-10,ATL,BOS,ATL,10.0,.430,.367,,
44,1960-01-10,STL,BOS,STL,10.0,.430,.367,,
39,1960-01-10,GSW,NYK,NYK,13.0,.393,.431,,
40,1960-01-10,PHW,NYK,NYK,13.0,.393,.431,,
46,1960-01-10,SYR,DET,SYR,5.0,,,,
45,1960-01-12,SYR,BOS,BOS,7.0,.429,.411,,
40,1960-01-12,GSW,STL,GSW,18.0,.464,.434,,
44,1960-01-12,PHI,BOS,PHI,7.0,.429,.411,,
39,1960-01-12,PHW,ATL,PHW,18.0,.464,.434,,
41,1960-01-12,NYK,CIN,CIN,18.0,,,,
49,1960-01-12,NYK,SAC,SAC,18.0,,,,
44,1960-01-13,DET,NYK,NYK,1.0,,,,
45,1960-01-13,PHW,PHI,PHI,1.0,.387,.398,,
40,1960-01-13,BOS,ATL,BOS,22.0,.442,.434,,
46,1960-01-13,BOS,STL,BOS,22.0,.442,.434,,
41,1960-01-13,GSW,SYR,GSW,1.0,.387,.398,,
47,1960-01-13,DET,NYK,DET,1.0,,,,
45,1960-01-14,NYK,MNL,NYK,5.0,,,,
46,1960-01-14,PHI,STL,PHI,7.0,,,,
41,1960-01-14,NYK,LAL,LAL,5.0,,,,
41,1960-01-14,SYR,ATL,SYR,7.0,,,,
44,1960-01-15,BOS,GSW,GSW,12.0,.389,.375,,
47,1960-01-15,STL,PHI,STL,1.0,.458,.468,,
44,1960-01-15,CIN,LAL,CIN,4.0,.479,.425,,
44,1960-01-15,ATL,SYR,ATL,1.0,.458,.468,,
50,1960-01-15,SAC,MNL,SAC,4.0,.479,.425,,
47,1960-01-15,BOS,PHW,PHW,12.0,.389,.375,,
45,1960-01-16,DET,LAL,LAL,7.0,,,,
51,1960-01-16,NYK,SAC,NYK,26.0,,,,
46,1960-01-16,NYK,CIN,NYK,26.0,,,,
48,1960-01-16,DET,MNL,DET,7.0,,,,
45,1960-01-17,ATL,MNL,ATL,16.0,.495,.400,,
46,1960-01-17,STL,LAL,STL,16.0,.495,.400,,
47,1960-01-17,SYR,NYK,SYR,12.0,,,,
52,1960-01-17,DET,SAC,DET,5.0,,,,
49,1960-01-17,DET,CIN,DET,5.0,,,,
48,1960-01-17,BOS,PHW,BOS,6.0,.466,.456,,
48,1960-01-17,PHI,NYK,PHI,12.0,,,,
45,1960-01-17,BOS,GSW,BOS,6.0,.466,.456,,
46,1960-01-19,GSW,NYK,GSW,21.0,.436,.351,,
48,1960-01-19,PHW,NYK,NYK,21.0,.436,.351,,
49,1960-01-20,BOS,NYK,BOS,18.0,.420,.379,,
46,1960-01-20,ATL,CIN,CIN,11.0,.450,.404,,
53,1960-01-20,STL,SAC,SAC,11.0,.450,.404,,
49,1960-01-20,PHW,PHI,PHI,6.0,.480,.388,,
47,1960-01-20,GSW,SYR,SYR,6.0,.480,.388,,
50,1960-01-23,BOS,SYR,BOS,9.0,.423,.368,,
47,1960-01-23,ATL,CIN,ATL,8.0,,,,
50,1960-01-23,NYK,MNL,MNL,11.0,,,,
47,1960-01-23,NYK,LAL,LAL,11.0,,,,
48,1960-01-23,DET,GSW,DET,20.0,.455,.402,,
54,1960-01-23,STL,SAC,STL,8.0,,,,
50,1960-01-23,BOS,PHI,BOS,9.0,.423,.368,,
50,1960-01-23,DET,PHW,DET,20.0,.455,.402,,
51,1960-01-24,BOS,PHI,PHI,21.0,,,,
51,1960-01-24,STL,NYK,STL,26.0,.509,.472,,
49,1960-01-24,GSW,CIN,CIN,9.0,.359,.345,,
48,1960-01-24,ATL,NYK,ATL,26.0,.509,.472,,
55,1960-01-24,PHW,SAC,SAC,9.0,.359,.345,,
51,1960-01-24,BOS,SYR,SYR,21.0,,,,
50,1960-01-25,GSW,DET,GSW,10.0,.449,.455,,
51,1960-01-25,PHW,DET,DET,10.0,.449,.455,,
49,1960-01-26,NYK,ATL,NYK,4.0,.451,.430,,
52,1960-01-26,DET,PHI,PHI,7.0,,,,
52,1960-01-26,DET,SYR,DET,7.0,,,,
52,1960-01-26,NYK,STL,NYK,4.0,.451,.430,,
53,1960-01-27,PHI,DET,DET,36.0,.528,.368,,
52,1960-01-27,BOS,STL,BOS,13.0,.438,.414,,
51,1960-01-27,GSW,NYK,GSW,12.0,.421,,,
53,1960-01-27,SYR,DET,DET,36.0,.528,.368,,
53,1960-01-27,PHW,NYK,NYK,12.0,.421,,,
50,1960-01-27,BOS,ATL,BOS,13.0,.438,.414,,
56,1960-01-27,MNL,SAC,SAC,4.0,,,,
48,1960-01-27,LAL,CIN,LAL,4.0,,,,
54,1960-01-29,NYK,CIN,NYK,15.0,.478,.433,,
51,1960-01-29,ATL,DET,ATL,5.0,.421,.388,,
53,1960-01-29,PHW,BOS,PHW,8.0,.403,.411,,
54,1960-01-29,STL,DET,STL,5.0,.421,.388,,
52,1960-01-29,GSW,BOS,GSW,8.0,.403,.411,,
49,1960-01-29,SYR,LAL,LAL,7.0,,,,
57,1960-01-29,NYK,SAC,SAC,15.0,.478,.433,,
54,1960-01-29,PHI,MNL,MNL,7.0,,,,
54,1960-01-30,BOS,CIN,BOS,22.0,.402,.434,,
52,1960-01-30,DET,ATL,DET,10.0,,,,
55,1960-01-30,NYK,PHW,NYK,7.0,.439,.404,,
55,1960-01-30,DET,STL,DET,10.0,,,,
53,1960-01-30,NYK,GSW,NYK,7.0,.439,.404,,
58,1960-01-30,BOS,SAC,SAC,22.0,.402,.434,,
50,1960-01-31,PHW,LAL,LAL,10.0,.407,,,
55,1960-01-31,BOS,DET,BOS,18.0,.488,.398,,
53,1960-01-31,ATL,SYR,ATL,7.0,.453,.454,,
54,1960-01-31,GSW,MNL,GSW,10.0,.407,,,
55,1960-01-31,STL,PHI,STL,7.0,.453,.454,,
55,1960-02-01,GSW,MNL,GSW,7.0,.406,.383,,
51,1960-02-01,PHW,LAL,LAL,7.0,.406,.383,,
56,1960-02-02,PHI,NYK,NYK,17.0,,,,
56,1960-02-02,GSW,CIN,GSW,2.0,.398,.485,,
56,1960-02-02,SYR,NYK,NYK,17.0,,,,
56,1960-02-02,STL,BOS,BOS,1.0,.452,.443,,
59,1960-02-02,PHW,SAC,PHW,2.0,.398,.485,,
54,1960-02-02,ATL,BOS,ATL,1.0,.452,.443,,
57,1960-02-03,BOS,MNL,BOS,20.0,.360,.342,,
57,1960-02-03,DET,CIN,DET,12.0,,,,
57,1960-02-03,STL,NYK,NYK,10.0,,,,
55,1960-02-03,ATL,NYK,ATL,10.0,,,,
52,1960-02-03,BOS,LAL,BOS,20.0,.360,.342,,
60,1960-02-03,DET,SAC,DET,12.0,,,,
57,1960-02-04,SYR,GSW,SYR,27.0,.463,.371,,
61,1960-02-04,DET,SAC,SAC,19.0,,,,
57,1960-02-04,PHI,PHW,PHI,27.0,.463,.371,,
58,1960-02-04,DET,CIN,CIN,19.0,,,,
56,1960-02-05,ATL,MNL,MNL,18.0,,,,
53,1960-02-05,STL,LAL,LAL,18.0,,,,
58,1960-02-05,BOS,SYR,BOS,24.0,.379,.361,,
58,1960-02-05,BOS,PHI,BOS,24.0,.379,.361,,
59,1960-02-06,DET,MNL,DET,15.0,,,,
58,1960-02-06,GSW,SYR,GSW,3.0,.381,.372,,
54,1960-02-06,DET,LAL,DET,15.0,,,,
59,1960-02-06,PHW,PHI,PHW,3.0,.381,.372,,
59,1960-02-06,BOS,NYK,NYK,26.0,,,,
60,1960-02-07,NYK,BOS,BOS,7.0,.557,.436,,
60,1960-02-07,MNL,DET,MNL,2.0,,,,
62,1960-02-07,SYR,SAC,SYR,23.0,,,,
59,1960-02-07,STL,GSW,STL,22.0,.485,.336,,
57,1960-02-07,ATL,PHW,ATL,22.0,.485,.336,,
60,1960-02-07,PHI,CIN,PHI,23.0,,,,
55,1960-02-07,LAL,DET,LAL,2.0,,,,
61,1960-02-09,BOS,MNL,BOS,39.0,.388,.304,,
56,1960-02-09,BOS,LAL,LAL,39.0,.388,.304,,
58,1960-02-09,ATL,NYK,ATL,10.0,.511,.410,,
60,1960-02-09,STL,NYK,STL,10.0,.511,.410,,
61,1960-02-09,DET,PHW,DET,9.0,.429,.383,,
63,1960-02-09,SYR,SAC,SAC,6.0,,,,
61,1960-02-09,PHI,CIN,PHI,6.0,,,,
60,1960-02-09,DET,GSW,DET,9.0,.429,.383,,
62,1960-02-10,BOS,DET,BOS,32.0,.465,.395,,
61,1960-02-10,NYK,GSW,NYK,8.0,.490,.445,,
57,1960-02-10,SYR,LAL,LAL,1.0,,,,
66,1960-02-10,STL,SAC,SAC,10.0,,,,
61,1960-02-10,NYK,PHW,NYK,8.0,.490,.445,,
62,1960-02-10,BOS,DET,DET,32.0,.465,.395,,
62,1960-02-10,PHI,MNL,PHI,1.0,,,,
59,1960-02-10,ATL,CIN,CIN,10.0,,,,
60,1960-02-11,PHW,ATL,PHW,19.0,.433,.450,,
63,1960-02-11,PHI,NYK,PHI,7.0,,,,
62,1960-02-11,GSW,STL,GSW,19.0,.433,.450,,
62,1960-02-11,SYR,NYK,SYR,7.0,,,,
58,1960-02-11,CIN,LAL,LAL,3.0,.412,.408,,
67,1960-02-11,SAC,MNL,MNL,3.0,.412,.408,,
68,1960-02-12,SAC,DET,SAC,32.0,,,,
63,1960-02-12,CIN,DET,DET,32.0,,,,
61,1960-02-13,NYK,ATL,NYK,18.0,,,,
63,1960-02-13,NYK,STL,NYK,18.0,,,,
63,1960-02-13,BOS,GSW,BOS,2.0,.384,.403,,
