,Date,Winner,Loser,HomeTeam,MOV,Winner_FG%,Loser_FG%,Winner_TOV,Loser_TOV
2,1979-10-16,LAL,CHI,LAL,9.0,.533,.435,25,21
1,1979-10-16,PHO,OKC,PHO,16.0,.461,.411,17,22
3,1979-10-17,GSW,KCK,KCK,13.0,.573,.439,26,19
3,1979-10-17,WSB,ATL,WSB,3.0,,,24,12
2,1979-10-17,BOS,CLE,BOS,19.0,.544,.431,18,21
1,1979-10-17,GSW,SAC,SAC,13.0,.573,.439,26,19
3,1979-10-17,MIL,DEN,MIL,28.0,.485,.373,11,19
2,1979-10-17,SEA,LAL,SEA,2.0,.469,.563,11,19
2,1979-10-17,OKC,LAL,OKC,2.0,.469,.563,11,19
3,1979-10-17,HOU,IND,HOU,4.0,.495,.490,27,21
2,1979-10-17,PHI,BRK,BRK,25.0,.455,.375,28,25
2,1979-10-17,WAS,ATL,WAS,3.0,,,24,12
2,1979-10-17,PHI,NJN,NJN,25.0,.455,.375,28,25
3,1979-10-18,DET,NYK,DET,14.0,,,,
3,1979-10-18,LAC,CHI,LAC,4.0,.471,.473,16,13
3,1979-10-18,SDC,CHI,SDC,4.0,.471,.473,16,13
4,1979-10-18,CLE,SAS,CLE,7.0,.542,.461,24,22
4,1979-10-18,ATL,IND,ATL,30.0,.516,.430,18,36
3,1979-10-18,POR,UTA,UTA,15.0,.544,.482,24,19
3,1979-10-19,BOS,WSB,BOS,37.0,.526,.364,15,19
2,1979-10-19,SAC,DEN,DEN,23.0,.385,.410,14,28
4,1979-10-19,KCK,DEN,DEN,23.0,.385,.410,14,28
3,1979-10-19,BOS,WAS,BOS,37.0,.526,.364,15,19
3,1979-10-19,NYK,BRK,BRK,5.0,.550,.444,,
4,1979-10-19,PHI,DET,PHI,8.0,.444,.453,,
4,1979-10-19,MIL,PHO,MIL,1.0,.405,.434,27,21
3,1979-10-19,POR,LAL,LAL,17.0,.488,.329,22,22
3,1979-10-19,MIL,PHO,MIL,1.0,.405,.422,27,21
4,1979-10-19,SEA,LAC,SEA,8.0,.473,.385,20,16
3,1979-10-19,OKC,SDC,OKC,8.0,.473,.385,20,16
4,1979-10-19,NYK,NJN,NJN,5.0,.550,.444,,
5,1979-10-20,HOU,ATL,HOU,5.0,,,,
4,1979-10-20,WAS,DET,WAS,11.0,,,,
5,1979-10-20,WSB,DET,WSB,11.0,,,,
4,1979-10-20,CHI,PHO,CHI,12.0,.554,.569,19,33
4,1979-10-20,GSW,UTA,GSW,5.0,.489,.483,15,21
4,1979-10-20,IND,BOS,IND,3.0,.511,.547,24,24
5,1979-10-20,SAS,CLE,SAS,2.0,.537,.458,24,11
5,1979-10-20,PHI,NYK,NYK,25.0,.615,.452,22,18
4,1979-10-21,LAL,SEA,LAL,9.0,.494,.424,26,17
5,1979-10-21,MIL,CHI,MIL,2.0,.585,.490,23,16
4,1979-10-21,LAL,OKC,LAL,9.0,.494,.424,26,17
3,1979-10-21,SAC,PHO,SAC,37.0,.548,.392,17,28
5,1979-10-21,POR,GSW,POR,17.0,.463,.382,19,18
5,1979-10-21,KCK,PHO,KCK,37.0,.548,.392,17,28
5,1979-10-21,MIL,CHI,MIL,2.0,.585,.490,23,17
4,1979-10-22,UTA,SDC,UTA,1.0,.528,.542,11,15
5,1979-10-22,UTA,LAC,UTA,1.0,.528,.542,11,15
5,1979-10-23,SAS,BOS,SAS,9.0,.509,.531,12,10
6,1979-10-23,ATL,CLE,CLE,10.0,.543,.500,18,22
5,1979-10-23,LAL,UTA,LAL,15.0,.442,.417,21,22
6,1979-10-23,MIL,PHO,PHO,6.0,.489,.452,17,24
6,1979-10-23,NYK,IND,NYK,24.0,.500,.448,21,25
6,1979-10-23,LAC,DEN,LAC,5.0,.593,.533,10,17
6,1979-10-23,POR,KCK,POR,2.0,.588,.487,28,18
6,1979-10-23,CHI,NJN,CHI,5.0,.488,.441,20,14
5,1979-10-23,SDC,DEN,SDC,5.0,.593,.533,10,17
4,1979-10-23,CHI,BRK,CHI,5.0,.488,.441,20,14
4,1979-10-23,POR,SAC,POR,2.0,.588,.487,28,18
6,1979-10-24,POR,DEN,DEN,1.0,.398,.415,12,12
7,1979-10-24,ATL,CLE,ATL,10.0,.500,.423,16,9
6,1979-10-24,DET,WSB,DET,1.0,,,,
6,1979-10-24,PHO,GSW,GSW,2.0,.516,.430,22,12
5,1979-10-24,OKC,KCK,OKC,13.0,.500,.359,24,18
7,1979-10-24,PHI,IND,PHI,22.0,.573,.406,24,17
6,1979-10-24,BOS,HOU,HOU,1.0,.500,.426,27,18
5,1979-10-24,SEA,SAC,SEA,13.0,.500,.359,24,18
5,1979-10-24,DET,WAS,DET,1.0,,,,
7,1979-10-25,UTA,CHI,UTA,8.0,.565,.430,21,11
7,1979-10-25,MIL,LAC,LAC,3.0,.521,.469,,
7,1979-10-25,MIL,SDC,SDC,3.0,.521,.469,,
5,1979-10-26,ATL,BRK,BRK,4.0,.398,.393,,
8,1979-10-26,ATL,NJN,NJN,4.0,.398,.393,,
7,1979-10-26,SAS,DET,DET,16.0,.567,.479,23,24
6,1979-10-26,PHO,OKC,OKC,6.0,.450,.488,15,24
8,1979-10-26,IND,WSB,IND,10.0,.505,.484,15,21
8,1979-10-26,POR,CHI,POR,2.0,.463,.425,20,23
6,1979-10-26,LAL,SAC,LAL,12.0,.553,.469,21,16
7,1979-10-26,PHI,NYK,PHI,11.0,.527,.531,22,17
6,1979-10-26,LAL,KCK,LAL,12.0,.553,.469,21,16
8,1979-10-26,PHO,SEA,SEA,6.0,.450,.488,15,24
6,1979-10-26,IND,WAS,IND,10.0,.505,.484,15,21
8,1979-10-27,MIL,DET,MIL,14.0,.487,.470,,
8,1979-10-27,PHI,CLE,CLE,6.0,.481,.410,25,14
7,1979-10-27,DEN,UTA,DEN,20.0,.484,.421,18,19
9,1979-10-27,SAS,IND,SAS,7.0,.526,.475,26,16
7,1979-10-27,SDC,OKC,SDC,5.0,.512,.473,16,11
8,1979-10-27,LAC,SEA,LAC,5.0,.512,.473,16,11
6,1979-10-27,NYK,BRK,NYK,2.0,.455,.390,,
7,1979-10-27,GSW,SAC,GSW,6.0,.487,.459,15,18
7,1979-10-27,GSW,KCK,GSW,6.0,.487,.459,15,18
8,1979-10-27,NYK,NJN,NYK,2.0,.455,.390,,
9,1979-10-27,BOS,ATL,ATL,5.0,.455,.443,18,15
9,1979-10-28,KCK,LAC,LAC,5.0,.495,.457,15,14
6,1979-10-28,NJN,HOU,NJN,5.0,.552,.505,,
9,1979-10-28,PHO,POR,POR,1.0,.466,.463,14,18
7,1979-10-28,BRK,HOU,BRK,5.0,.552,.505,,
8,1979-10-28,LAL,GSW,LAL,7.0,.526,.435,26,20
9,1979-10-28,SEA,CHI,SEA,11.0,.512,.391,22,19
8,1979-10-28,SAC,SDC,SDC,5.0,.495,.457,15,14
8,1979-10-28,OKC,CHI,OKC,11.0,.512,.391,22,19
8,1979-10-30,DEN,NYK,DEN,9.0,.505,.402,16,15
10,1979-10-30,PHO,SAS,PHO,33.0,.573,.455,24,25
9,1979-10-30,CLE,HOU,CLE,12.0,.527,.460,22,24
10,1979-10-30,LAL,CHI,CHI,6.0,.605,.440,23,14
8,1979-10-31,BOS,BRK,BRK,37.0,.480,.330,26,37
8,1979-10-31,IND,HOU,IND,4.0,.536,.466,25,18
9,1979-10-31,MIL,LAL,MIL,4.0,.458,.500,12,21
9,1979-10-31,SAC,UTA,SAC,17.0,.556,.512,,
8,1979-10-31,KCK,UTA,KCK,17.0,.556,.512,,
8,1979-10-31,BOS,NJN,NJN,37.0,.480,.330,26,37
9,1979-10-31,SEA,DEN,SEA,8.0,.389,.370,14,25
9,1979-10-31,OKC,DEN,OKC,8.0,.389,.370,14,25
9,1979-10-31,GSW,POR,GSW,5.0,.513,.532,17,17
7,1979-10-31,WAS,CLE,WAS,9.0,.534,.437,24,13
10,1979-10-31,WSB,CLE,WSB,9.0,.534,.437,24,13
8,1979-10-31,SAS,SDC,SDC,7.0,.604,.543,24,27
10,1979-10-31,SAS,LAC,LAC,7.0,.604,.543,24,27
10,1979-10-31,ATL,PHI,ATL,5.0,.427,.465,24,20
10,1979-11-01,NYK,UTA,UTA,16.0,.652,.545,15,23
11,1979-11-01,CLE,DET,DET,2.0,.452,.562,15,21
9,1979-11-01,CLE,DET,DET,2.0,.452,.562,13,21
9,1979-11-02,BRK,IND,BRK,22.0,.593,.409,20,14
11,1979-11-02,DEN,CHI,DEN,14.0,.579,.419,19,13
11,1979-11-02,NJN,IND,NJN,22.0,.593,.409,20,14
10,1979-11-02,OKC,SAS,OKC,10.0,.479,.392,21,14
9,1979-11-02,SEA,SAS,SEA,10.0,.479,.392,21,14
11,1979-11-02,ATL,PHI,PHI,4.0,.434,.346,20,20
11,1979-11-02,NYK,KCK,KCK,1.0,.557,.490,,
11,1979-11-02,POR,LAC,LAC,21.0,.571,.359,19,15
10,1979-11-02,NYK,SAC,SAC,1.0,.557,.490,,
10,1979-11-02,LAL,PHO,LAL,2.0,.511,.479,23,15
11,1979-11-02,POR,SDC,SDC,21.0,.571,.359,19,15
8,1979-11-03,BOS,WAS,WAS,21.0,.538,.391,14,17
11,1979-11-03,GSW,DEN,GSW,27.0,.515,.477,14,26
11,1979-11-03,CLE,SAC,CLE,13.0,.526,.490,21,20
10,1979-11-03,HOU,DET,DET,3.0,,,,
9,1979-11-03,BOS,WSB,WSB,21.0,.538,.391,12,17
12,1979-11-03,MIL,CHI,CHI,2.0,.561,.527,29,26
12,1979-11-03,ATL,NJN,ATL,3.0,,,,
12,1979-11-03,PHI,IND,IND,6.0,.453,.413,26,30
10,1979-11-03,SDC,UTA,SDC,17.0,.532,.489,11,12
12,1979-11-03,CLE,KCK,CLE,13.0,.526,.490,21,20
10,1979-11-03,ATL,BRK,ATL,3.0,,,,
12,1979-11-03,LAC,UTA,LAC,17.0,.532,.489,11,12
11,1979-11-04,SEA,MIL,MIL,13.0,.570,.433,26,19
11,1979-11-04,BRK,KCK,BRK,3.0,.476,.391,,
12,1979-11-04,NJN,SAC,NJN,3.0,.476,.391,,
12,1979-11-04,POR,SAS,POR,3.0,.576,.541,23,24
11,1979-11-04,OKC,MIL,MIL,13.0,.570,.433,25,19
13,1979-11-06,ATL,NYK,NYK,2.0,.463,.461,29,20
12,1979-11-06,SAS,BRK,SAS,13.0,.529,.404,20,22
12,1979-11-06,OKC,CHI,CHI,17.0,.592,.411,28,17
12,1979-11-06,PHO,UTA,UTA,13.0,.571,.532,10,15
12,1979-11-06,PHI,MIL,MIL,1.0,.475,.479,,
13,1979-11-06,SEA,CHI,CHI,17.0,.592,.411,28,17
11,1979-11-06,LAL,SDC,LAL,15.0,.577,.461,12,13
11,1979-11-06,SAS,NJN,SAS,13.0,.529,.404,20,22
13,1979-11-06,CLE,IND,CLE,17.0,.515,.562,20,25
13,1979-11-06,LAL,LAC,LAL,15.0,.577,.461,12,13
13,1979-11-07,DEN,OKC,DEN,21.0,.495,.437,14,16
14,1979-11-07,ATL,DET,DET,8.0,.511,.548,16,22
12,1979-11-07,PHI,KCK,PHI,8.0,.566,.442,22,16
11,1979-11-07,GSW,LAL,GSW,17.0,.550,.566,10,23
13,1979-11-07,HOU,BRK,HOU,5.0,,,,
13,1979-11-07,PHI,SAC,PHI,8.0,.566,.442,22,16
13,1979-11-07,SDC,PHO,PHO,12.0,.473,.429,10,14
10,1979-11-07,BOS,SAS,BOS,12.0,.533,.419,22,19
12,1979-11-07,DEN,SEA,DEN,21.0,.495,.437,14,16
14,1979-11-07,LAC,PHO,PHO,12.0,.473,.429,10,14
14,1979-11-07,IND,POR,IND,7.0,.440,.487,19,28
10,1979-11-07,HOU,NJN,HOU,5.0,,,,
13,1979-11-08,MIL,POR,MIL,9.0,.487,.402,20,28
13,1979-11-08,DEN,UTA,UTA,4.0,.500,.464,12,13
14,1979-11-09,CHI,SDC,CHI,15.0,.478,.469,23,24
14,1979-11-09,BOS,SAC,BOS,8.0,.536,.454,23,17
14,1979-11-09,LAL,DEN,LAL,4.0,.542,.452,22,15
14,1979-11-09,PHO,CLE,PHO,4.0,.463,.489,37,25
13,1979-11-09,WSB,SAS,WSB,9.0,.509,.495,18,22
15,1979-11-09,CHI,LAC,CHI,15.0,.478,.469,23,24
12,1979-11-09,DET,PHI,DET,8.0,.478,.411,,
9,1979-11-09,WAS,SAS,WAS,9.0,.509,.495,18,22
11,1979-11-09,BOS,KCK,BOS,8.0,.536,.454,23,17
16,1979-11-10,MIL,LAC,MIL,29.0,.566,.418,13,24
14,1979-11-10,MIL,SDC,MIL,29.0,.566,.418,13,24
13,1979-11-10,SAS,NYK,NYK,4.0,.520,.495,21,22
13,1979-11-10,HOU,DET,HOU,8.0,,,,
10,1979-11-10,ATL,WAS,ATL,4.0,.485,.563,13,21
15,1979-11-10,ATL,WSB,ATL,4.0,.485,.563,13,21
14,1979-11-10,PHI,BOS,PHI,1.0,.389,.429,16,16
13,1979-11-10,SEA,UTA,UTA,1.0,.452,.397,,
15,1979-11-10,POR,CHI,CHI,4.0,.481,.471,19,19
12,1979-11-10,PHI,BOS,PHI,1.0,.389,.429,17,15
15,1979-11-10,IND,GSW,GSW,3.0,.483,.452,13,16
12,1979-11-10,IND,GSW,GSW,3.0,.494,.452,13,16
14,1979-11-10,OKC,UTA,UTA,1.0,.452,.397,,
15,1979-11-11,PHO,DEN,PHO,25.0,.510,.391,22,26
16,1979-11-11,POR,KCK,KCK,3.0,.561,.469,22,13
15,1979-11-11,LAL,CLE,LAL,14.0,.663,.411,30,14
15,1979-11-11,POR,SAC,SAC,3.0,.561,.469,22,13
16,1979-11-12,IND,UTA,UTA,8.0,.474,.506,16,26
16,1979-11-13,SAC,PHI,SAC,7.0,.465,.519,18,24
16,1979-11-13,HOU,CHI,CHI,1.0,.595,.617,20,21
15,1979-11-13,KCK,PHI,KCK,7.0,.465,.519,18,24
13,1979-11-13,SAS,GSW,SAS,4.0,.458,.495,10,18
17,1979-11-13,LAL,LAC,LAC,46.0,.674,.438,15,22
16,1979-11-13,NJN,ATL,NJN,19.0,.477,.366,16,23
15,1979-11-13,LAL,SDC,SDC,46.0,.674,.438,15,22
14,1979-11-13,BRK,ATL,BRK,19.0,.477,.366,16,23
16,1979-11-13,DEN,CLE,DEN,6.0,.462,.505,17,19
14,1979-11-13,WSB,NYK,NYK,4.0,.433,.511,,
15,1979-11-13,MIL,POR,POR,9.0,.488,.402,20,25
11,1979-11-13,WAS,NYK,NYK,4.0,.433,.511,,
12,1979-11-14,WAS,CHI,WAS,13.0,.515,.387,22,14
17,1979-11-14,ATL,UTA,ATL,11.0,.506,.480,14,16
14,1979-11-14,HOU,GSW,HOU,41.0,.537,.410,14,22
16,1979-11-14,SEA,MIL,SEA,19.0,.514,.451,12,14
17,1979-11-14,WSB,CHI,WSB,13.0,.515,.387,22,14
15,1979-11-14,OKC,MIL,OKC,19.0,.514,.451,12,14
13,1979-11-14,BOS,DET,BOS,4.0,.434,.490,23,26
17,1979-11-14,PHO,IND,PHO,4.0,.444,.494,20,23
16,1979-11-15,KCK,LAL,KCK,6.0,.511,.484,18,19
17,1979-11-15,GSW,DEN,GSW,18.0,.556,.463,14,16
17,1979-11-15,SAC,LAL,SAC,6.0,.511,.484,18,19
15,1979-11-15,SAS,NYK,SAS,4.0,.520,.505,18,15
18,1979-11-16,SAC,CHI,SAC,6.0,.519,.355,18,21
14,1979-11-16,BOS,UTA,BOS,16.0,.506,.461,18,19
14,1979-11-16,HOU,NYK,HOU,3.0,,,,
17,1979-11-16,PHO,POR,PHO,1.0,.472,.532,19,28
13,1979-11-16,WAS,NJN,NJN,1.0,.427,.349,,
16,1979-11-16,OKC,CLE,OKC,8.0,.456,.355,20,11
16,1979-11-16,SAS,PHI,PHI,1.0,.500,.415,,
18,1979-11-16,SDC,IND,SDC,8.0,.519,.411,28,16
17,1979-11-16,SEA,CLE,SEA,8.0,.456,.355,20,11
18,1979-11-16,KCK,CHI,KCK,6.0,.519,.355,18,21
15,1979-11-16,WSB,BRK,BRK,1.0,.427,.349,,
18,1979-11-16,LAC,IND,LAC,8.0,.519,.411,28,16
18,1979-11-16,LAL,DEN,DEN,7.0,.547,.495,19,21
15,1979-11-17,NJN,DET,DET,5.0,,,,
16,1979-11-17,SEA,GSW,GSW,5.0,.547,.458,19,13
18,1979-11-17,HOU,ATL,ATL,2.0,,,,
19,1979-11-17,CHI,PHI,CHI,3.0,.446,.431,24,16
14,1979-11-17,WAS,UTA,WAS,8.0,.511,.457,,
16,1979-11-17,BRK,DET,DET,5.0,,,,
17,1979-11-17,OKC,GSW,GSW,5.0,.547,.458,19,13
18,1979-11-17,POR,CLE,POR,7.0,.453,.440,15,13
17,1979-11-17,WSB,UTA,WSB,8.0,.511,.457,,
15,1979-11-17,NYK,BOS,NYK,4.0,.578,.526,26,32
18,1979-11-18,NJN,SAS,NJN,2.0,.464,.451,,
19,1979-11-18,SAC,DEN,DEN,17.0,.524,.371,22,18
19,1979-11-18,KCK,DEN,DEN,17.0,.524,.371,22,18
18,1979-11-18,POR,OKC,POR,5.0,.494,.419,12,18
19,1979-11-18,LAC,MIL,LAC,16.0,.480,.452,21,25
22,1979-11-18,POR,SEA,POR,5.0,.494,.419,12,18
17,1979-11-18,SDC,MIL,SDC,16.0,.480,.452,21,25
17,1979-11-18,GSW,PHO,PHO,4.0,.500,.420,23,21
19,1979-11-18,LAL,IND,LAL,23.0,.538,.402,22,10
17,1979-11-18,BRK,SAS,BRK,2.0,.464,.451,,
18,1979-11-20,PHI,SAS,SAS,4.0,.529,.480,25,17
19,1979-11-20,ATL,DET,ATL,4.0,.500,.500,16,25
22,1979-11-20,LAC,PHO,LAC,7.0,.485,.575,15,22
16,1979-11-20,NYK,HOU,NYK,5.0,.486,.485,,26
19,1979-11-20,SDC,PHO,SDC,7.0,.485,.575,15,22
19,1979-11-20,CLE,UTA,CLE,12.0,.518,.467,,
22,1979-11-20,SAC,GSW,SAC,3.0,.458,.582,16,23
19,1979-11-20,POR,LAL,POR,15.0,.471,.500,17,22
22,1979-11-20,DEN,CHI,CHI,33.0,.500,.384,16,15
18,1979-11-20,KCK,GSW,KCK,3.0,.458,.582,16,23
16,1979-11-21,BOS,NJN,BOS,8.0,.389,.429,21,
17,1979-11-21,DET,UTA,DET,5.0,.451,.435,,
19,1979-11-21,OKC,LAL,OKC,9.0,.514,.523,11,20
23,1979-11-21,PHO,SAC,PHO,8.0,.522,.495,23,25
22,1979-11-21,MIL,ATL,MIL,3.0,.390,.384,23,21
15,1979-11-21,CLE,WAS,WAS,19.0,.480,.438,21,26
17,1979-11-21,HOU,PHI,HOU,3.0,,,,
22,1979-11-21,PHO,KCK,PHO,8.0,.522,.495,23,26
22,1979-11-21,CLE,WSB,WSB,19.0,.480,.438,21,26
23,1979-11-21,DEN,SDC,DEN,21.0,.460,.379,24,24
22,1979-11-21,IND,NYK,IND,11.0,.434,.429,18,20
18,1979-11-21,BOS,BRK,BOS,8.0,.389,.429,21,
23,1979-11-21,DEN,LAC,DEN,21.0,.460,.379,24,24
22,1979-11-21,SEA,LAL,SEA,9.0,.514,.523,11,20
23,1979-11-22,CLE,GSW,CLE,27.0,.538,.424,12,20
19,1979-11-22,MIL,NJN,NJN,8.0,.495,.376,,
19,1979-11-22,MIL,BRK,BRK,8.0,.495,.376,,
17,1979-11-23,BOS,IND,BOS,15.0,.495,.433,23,21
22,1979-11-23,OKC,POR,OKC,4.0,.419,.463,18,18
18,1979-11-23,PHI,HOU,PHI,11.0,.558,.422,17,19
24,1979-11-23,KCK,LAC,LAC,16.0,.500,.391,16,21
16,1979-11-23,SAS,WAS,SAS,20.0,.510,.415,15,16
24,1979-11-23,SAC,SDC,SDC,16.0,.500,.391,16,21
22,1979-11-23,SAS,WSB,SAS,20.0,.510,.415,15,16
23,1979-11-23,PHO,LAL,PHO,14.0,.526,.461,16,25
24,1979-11-23,SEA,POR,SEA,4.0,.419,.463,18,18
18,1979-11-23,DET,MIL,DET,19.0,,.400,,
23,1979-11-23,CHI,ATL,CHI,5.0,.522,.444,32,22
17,1979-11-24,WAS,HOU,HOU,2.0,,,,
24,1979-11-24,NYK,CLE,NYK,20.0,.637,.419,21,14
24,1979-11-24,PHO,DEN,DEN,14.0,.505,.435,14,22
24,1979-11-24,BOS,ATL,ATL,5.0,.524,.471,27,15
19,1979-11-24,IND,DET,IND,18.0,.481,.461,18,31
19,1979-11-24,WSB,HOU,HOU,2.0,,,,
22,1979-11-24,PHI,BRK,PHI,9.0,.376,.416,12,24
23,1979-11-24,PHI,NJN,PHI,9.0,.376,.416,12,24
24,1979-11-24,GSW,CHI,CHI,5.0,.506,.449,18,16
24,1979-11-25,LAL,KCK,LAL,1.0,.529,.489,19,18
25,1979-11-25,CLE,NJN,CLE,9.0,.488,.404,17,12
23,1979-11-25,CLE,BRK,CLE,9.0,.488,.404,17,12
25,1979-11-25,PHO,POR,POR,1.0,.559,.479,21,22
23,1979-11-25,MIL,GSW,MIL,24.0,.527,.447,22,27
25,1979-11-25,LAL,SAC,LAL,1.0,.529,.489,19,18
25,1979-11-26,PHI,IND,PHI,1.0,.588,.444,23,16
26,1979-11-27,SAC,HOU,SAC,2.0,.474,.506,,
25,1979-11-27,LAL,UTA,UTA,4.0,.603,.543,15,12
25,1979-11-27,SDC,CHI,SDC,25.0,.553,.444,16,25
24,1979-11-27,BRK,MIL,MIL,25.0,,,,
25,1979-11-27,LAC,CHI,LAC,25.0,.553,.444,16,25
18,1979-11-27,DEN,WAS,WAS,5.0,.488,.419,16,20
24,1979-11-27,NJN,MIL,MIL,25.0,,,,
22,1979-11-27,KCK,HOU,KCK,2.0,.474,.506,,
22,1979-11-27,NYK,DET,NYK,2.0,.457,.484,,
25,1979-11-27,DEN,WSB,WSB,5.0,.488,.419,16,20
25,1979-11-27,ATL,SAS,SAS,23.0,.583,.469,14,21
26,1979-11-28,ATL,POR,ATL,7.0,.447,.440,16,26
25,1979-11-28,BRK,DET,BRK,9.0,.466,.477,,
26,1979-11-28,LAC,GSW,GSW,6.0,.511,.505,12,17
19,1979-11-28,PHI,WAS,PHI,18.0,.466,.430,9,9
24,1979-11-28,SDC,GSW,GSW,6.0,.511,.505,12,17
26,1979-11-28,SEA,PHO,SEA,11.0,.535,.489,20,17
23,1979-11-28,NJN,DET,NJN,9.0,.466,.477,,
25,1979-11-28,PHI,WSB,PHI,18.0,.466,.430,9,9
23,1979-11-28,OKC,PHO,OKC,11.0,.535,.489,20,17
26,1979-11-28,HOU,CLE,HOU,2.0,.484,.439,33,24
26,1979-11-28,MIL,IND,IND,8.0,.407,.402,15,17
19,1979-11-28,BOS,DEN,BOS,22.0,.537,.398,19,26
27,1979-11-29,CLE,NYK,CLE,2.0,.485,.474,18,21
27,1979-11-29,SAC,DET,DET,10.0,.453,.462,,
24,1979-11-29,KCK,DET,DET,10.0,.453,.462,,
25,1979-11-30,UTA,GSW,GSW,8.0,.536,.457,22,11
26,1979-11-30,PHI,SDC,PHI,3.0,.464,.424,18,14
26,1979-11-30,CHI,LAL,LAL,7.0,.506,.444,17,20
27,1979-11-30,IND,WSB,WSB,8.0,.449,.389,17,19
27,1979-11-30,SAS,POR,SAS,7.0,.467,.448,19,22
27,1979-11-30,HOU,ATL,HOU,11.0,.512,.407,22,24
26,1979-11-30,BRK,DEN,BRK,9.0,.518,.483,17,23
24,1979-11-30,OKC,KCK,KCK,5.0,.346,.378,20,18
22,1979-11-30,BOS,NYK,BOS,3.0,.477,.460,22,20
27,1979-11-30,PHI,LAC,PHI,3.0,.464,.424,18,14
27,1979-11-30,NJN,DEN,NJN,9.0,.518,.483,17,23
28,1979-11-30,SEA,SAC,SAC,5.0,.346,.378,20,18
22,1979-11-30,IND,WAS,WAS,8.0,.449,.389,17,19
28,1979-12-01,ATL,SDC,ATL,10.0,.465,.378,28,14
27,1979-12-01,PHI,CLE,PHI,12.0,.532,.511,17,21
26,1979-12-01,MIL,GSW,GSW,10.0,.548,.443,19,17
28,1979-12-01,NYK,DEN,NYK,9.0,.511,.448,15,21
25,1979-12-01,DET,SAS,DET,10.0,.573,.517,23,22
25,1979-12-01,UTA,OKC,UTA,2.0,.480,.383,19,5
28,1979-12-01,ATL,LAC,ATL,10.0,.465,.378,28,14
25,1979-12-01,HOU,POR,HOU,8.0,.532,.417,20,21
23,1979-12-01,BOS,IND,IND,4.0,.473,.448,28,20
27,1979-12-01,WSB,BRK,WSB,4.0,,,,
23,1979-12-01,WAS,NJN,WAS,4.0,,,,
28,1979-12-01,PHI,CLE,PHI,12.0,.532,.511,17,20
24,1979-12-01,UTA,SEA,UTA,2.0,.480,.383,19,5
27,1979-12-01,PHO,CHI,PHO,13.0,.394,.354,21,19
24,1979-12-02,KCK,BOS,KCK,6.0,.398,.414,23,30
27,1979-12-02,LAL,MIL,LAL,13.0,.547,.456,19,21
29,1979-12-02,SAC,BOS,SAC,6.0,.398,.414,23,30
26,1979-12-02,OKC,GSW,OKC,13.0,.545,.424,21,17
29,1979-12-02,CLE,ATL,CLE,18.0,.475,.466,12,30
27,1979-12-02,SEA,GSW,SEA,13.0,.545,.424,21,17
28,1979-12-03,MIL,UTA,UTA,7.0,.461,.507,,
25,1979-12-04,BOS,DET,DET,4.0,.441,,,
