,Date,Winner,Loser,HomeTeam,MOV,Winner_FG%,Loser_FG%,Winner_TOV,Loser_TOV
3,1999-11-06,IND,BOS,IND,7.0,.480,.525,14,16
2,1999-11-06,OKC,UTA,OKC,5.0,.519,.468,10,14
3,1999-11-07,NJN,WAS,NJN,25.0,.427,.407,16,21
3,1999-11-07,TOR,CHO,TOR,10.0,.545,.441,14,23
3,1999-11-07,TOR,CHH,TOR,10.0,.545,.441,14,23
2,1999-11-07,PHO,SAS,PHO,3.0,.398,.381,15,18
3,1999-11-07,BRK,WAS,BRK,25.0,.427,.407,16,21
3,1999-11-07,LAL,DAL,LAL,8.0,.465,.427,11,13
3,1999-11-08,DEN,ATL,DEN,15.0,.469,.476,7,12
3,1999-11-08,PHI,OKC,PHI,19.0,.480,.446,12,16
3,1999-11-08,PHI,SEA,PHI,19.0,.480,.446,12,16
3,1999-11-08,ORL,HOU,HOU,5.0,.374,.430,20,27
3,1999-11-08,UTA,LAC,LAC,15.0,.487,.342,16,14
3,1999-11-08,NYK,MIL,NYK,10.0,.414,.396,12,14
3,1999-11-09,SAS,GSW,GSW,29.0,.534,.347,16,14
3,1999-11-09,MIA,IND,MIA,12.0,.516,.411,15,16
4,1999-11-09,UTA,POR,UTA,5.0,.433,.411,10,10
3,1999-11-09,PHO,CHI,CHI,23.0,.556,.365,29,26
4,1999-11-09,LAL,DAL,DAL,22.0,.624,.418,21,15
4,1999-11-10,PHO,BRK,BRK,15.0,.471,.381,21,16
4,1999-11-10,DET,BOS,BOS,18.0,.464,.413,14,21
5,1999-11-10,ORL,PHI,ORL,5.0,.512,.473,11,15
3,1999-11-10,MEM,ATL,MEM,5.0,.478,.424,18,14
4,1999-11-10,OKC,WAS,WAS,14.0,.517,.478,16,19
4,1999-11-10,VAN,ATL,VAN,5.0,.478,.424,18,14
4,1999-11-10,PHO,NJN,NJN,15.0,.471,.381,21,16
4,1999-11-10,LAL,HOU,HOU,1.0,.395,.405,15,16
4,1999-11-10,SAS,LAC,LAC,5.0,.424,.451,16,18
4,1999-11-10,CHH,MIL,CHH,6.0,.519,.494,10,14
4,1999-11-10,CHO,MIL,CHO,6.0,.519,.494,10,14
4,1999-11-10,SEA,WAS,WAS,14.0,.517,.478,16,19
5,1999-11-11,OKC,CLE,CLE,6.0,.447,.408,12,12
4,1999-11-11,SEA,CLE,CLE,6.0,.447,.408,12,12
5,1999-11-11,MIA,DAL,MIA,23.0,.557,.412,18,8
5,1999-11-11,TOR,DET,DET,17.0,.536,.389,18,13
2,1999-11-11,MIN,NYK,MIN,3.0,.423,.429,9,11
4,1999-11-11,IND,ORL,IND,15.0,.568,.472,17,20
5,1999-11-12,MIA,WAS,WAS,9.0,.494,.398,10,12
2,1999-11-12,SAC,UTA,SAC,13.0,.443,.386,13,17
4,1999-11-12,GSW,MEM,MEM,10.0,.465,.447,17,21
5,1999-11-12,CHH,BRK,CHH,4.0,.429,.486,17,23
5,1999-11-12,BOS,NYK,BOS,6.0,.389,.397,19,16
4,1999-11-12,GSW,VAN,VAN,10.0,.465,.447,17,21
5,1999-11-12,CHO,NJN,CHO,4.0,.429,.486,17,23
5,1999-11-12,MIL,PHO,MIL,15.0,.532,.384,12,17
5,1999-11-12,HOU,LAL,LAL,16.0,.493,.337,20,15
4,1999-11-12,POR,DEN,DEN,15.0,.416,.366,13,16
4,1999-11-12,PHI,CHI,PHI,6.0,.493,.430,23,20
3,1999-11-13,MIN,PHO,MIN,11.0,.533,.425,15,16
6,1999-11-13,SAS,CHH,SAS,16.0,.470,.356,12,9
6,1999-11-13,DAL,ORL,DAL,8.0,.506,.529,17,28
6,1999-11-13,SAS,CHO,SAS,16.0,.470,.356,12,9
5,1999-11-13,HOU,GSW,GSW,8.0,.400,.400,11,15
6,1999-11-13,DET,OKC,DET,8.0,.459,.416,20,17
6,1999-11-13,CHI,BOS,CHI,1.0,.479,.378,16,10
5,1999-11-13,CLE,MIL,CLE,5.0,.469,.452,19,21
5,1999-11-13,POR,ATL,POR,36.0,.654,.422,17,16
5,1999-11-13,IND,WAS,IND,22.0,.458,.370,11,15
6,1999-11-13,DET,SEA,DET,8.0,.459,.416,20,17
6,1999-11-14,PHI,TOR,TOR,3.0,.440,.372,19,18
6,1999-11-14,MIA,NYK,NYK,6.0,.486,.390,6,12
5,1999-11-14,SAC,DEN,SAC,10.0,.547,.500,12,17
5,1999-11-14,VAN,LAC,VAN,20.0,.570,.407,17,19
6,1999-11-14,LAL,ATL,LAL,5.0,.429,.395,12,19
5,1999-11-14,MEM,LAC,MEM,20.0,.570,.407,17,19
8,1999-11-15,LAL,PHO,PHO,9.0,.382,.368,10,8
7,1999-11-15,UTA,SAS,UTA,6.0,.459,.457,15,15
7,1999-11-15,IND,HOU,HOU,9.0,.398,.430,11,17
6,1999-11-15,SEA,BRK,BRK,8.0,.486,.356,22,10
7,1999-11-15,OKC,NJN,NJN,8.0,.486,.356,22,10
7,1999-11-16,DAL,HOU,DAL,19.0,.523,.370,11,17
6,1999-11-16,SAC,MEM,SAC,4.0,.323,.373,16,20
6,1999-11-16,GSW,CHI,GSW,20.0,.437,.348,12,15
6,1999-11-16,MIL,LAC,MIL,8.0,.500,.389,13,12
4,1999-11-16,SAC,VAN,SAC,4.0,.323,.373,16,20
6,1999-11-16,NYK,DEN,DEN,7.0,.563,.451,17,20
7,1999-11-16,SAS,IND,SAS,3.0,.386,.394,16,18
7,1999-11-16,ATL,CHO,ATL,5.0,.465,.452,13,11
7,1999-11-16,ATL,CHH,ATL,5.0,.465,.452,13,11
7,1999-11-16,PHI,WAS,WAS,22.0,.471,.342,16,20
7,1999-11-16,POR,MIA,MIA,5.0,.514,.446,13,12
7,1999-11-16,TOR,DET,TOR,4.0,.443,.391,25,18
8,1999-11-17,OKC,GSW,OKC,3.0,.529,.523,12,17
8,1999-11-17,CHH,DAL,CHH,5.0,.402,.416,21,15
7,1999-11-17,DET,BRK,DET,2.0,.536,.474,15,15
7,1999-11-17,PHO,CHI,PHO,24.0,.553,.422,22,24
9,1999-11-17,UTA,NYK,UTA,8.0,.473,.463,18,11
8,1999-11-17,POR,ORL,ORL,2.0,.410,.341,18,19
8,1999-11-17,CHO,DAL,CHO,5.0,.402,.416,21,15
7,1999-11-17,BOS,CLE,BOS,11.0,.432,.475,18,19
8,1999-11-17,DET,NJN,DET,2.0,.536,.474,15,15
7,1999-11-17,LAC,MIN,MIN,4.0,.403,.389,13,13
7,1999-11-17,SEA,GSW,SEA,3.0,.529,.523,12,17
8,1999-11-17,MIA,PHI,PHI,5.0,.439,.386,15,8
9,1999-11-18,SAC,HOU,HOU,18.0,.455,.474,10,20
7,1999-11-18,WAS,TOR,WAS,11.0,.395,.329,18,16
7,1999-11-18,SEA,MEM,MEM,2.0,.435,.541,8,21
9,1999-11-18,OKC,VAN,VAN,2.0,.435,.541,8,21
7,1999-11-18,DEN,LAL,DEN,11.0,.434,.453,16,12
8,1999-11-18,MIL,SAS,MIL,11.0,.447,.435,13,20
10,1999-11-19,PHO,NYK,PHO,15.0,.464,.409,18,19
8,1999-11-19,TOR,LAC,TOR,6.0,.475,.434,13,19
8,1999-11-19,BOS,BRK,BOS,13.0,.500,.420,17,16
8,1999-11-19,ATL,IND,IND,6.0,.448,.434,9,10
7,1999-11-19,DET,CLE,DET,11.0,.432,.393,25,20
8,1999-11-19,LAL,CHI,LAL,8.0,.460,.360,18,15
9,1999-11-19,POR,PHI,PHI,6.0,.507,.412,14,12
8,1999-11-19,BOS,NJN,BOS,13.0,.500,.420,17,16
5,1999-11-19,MIN,UTA,MIN,5.0,.436,.373,17,15
9,1999-11-19,SAC,DAL,DAL,9.0,.396,.396,14,15
9,1999-11-19,CHO,ORL,ORL,11.0,.477,.440,21,21
9,1999-11-19,CHH,ORL,ORL,11.0,.477,.440,21,21
9,1999-11-20,UTA,MIL,MIL,11.0,.550,.487,11,14
9,1999-11-20,ORL,ATL,ATL,4.0,.460,.478,9,15
9,1999-11-20,LAC,WAS,WAS,9.0,.444,.398,14,19
10,1999-11-20,SEA,HOU,SEA,3.0,.483,.451,11,17
10,1999-11-20,POR,CHO,CHO,4.0,.433,.382,13,18
8,1999-11-20,NYK,GSW,GSW,7.0,.403,.326,19,12
10,1999-11-20,PHI,NJN,NJN,4.0,.486,.408,14,17
10,1999-11-20,POR,CHH,CHH,4.0,.433,.382,13,18
9,1999-11-20,MIA,BOS,MIA,18.0,.513,.450,14,20
10,1999-11-20,OKC,HOU,OKC,3.0,.483,.451,11,17
9,1999-11-20,PHI,BRK,BRK,4.0,.486,.408,14,17
9,1999-11-20,DEN,CHI,DEN,9.0,.463,.414,16,11
8,1999-11-20,IND,CLE,CLE,9.0,.495,.519,10,22
10,1999-11-20,SAS,DAL,SAS,16.0,.461,.402,13,9
6,1999-11-21,MIN,VAN,VAN,24.0,.550,.384,18,16
10,1999-11-21,DET,MIL,DET,19.0,.532,.494,17,15
11,1999-11-21,SAC,HOU,SAC,5.0,.485,.453,15,16
8,1999-11-21,MIN,MEM,MEM,24.0,.550,.384,18,16
10,1999-11-21,PHO,SEA,PHO,13.0,.443,.385,14,18
11,1999-11-21,TOR,LAL,LAL,9.0,.442,.462,9,11
11,1999-11-21,PHO,OKC,PHO,13.0,.443,.385,14,18
11,1999-11-22,SAS,PHI,PHI,3.0,.405,.370,15,10
7,1999-11-22,UTA,MIN,UTA,15.0,.577,.479,12,17
10,1999-11-22,BOS,IND,BOS,10.0,.451,.382,13,11
11,1999-11-23,HOU,DAL,HOU,20.0,.533,.462,20,17
10,1999-11-23,WAS,VAN,WAS,2.0,.425,.400,21,13
9,1999-11-23,WAS,MEM,WAS,2.0,.425,.400,21,13
10,1999-11-23,LAC,NYK,LAC,5.0,.403,.432,13,12
10,1999-11-23,SAC,BRK,SAC,13.0,.518,.390,19,11
11,1999-11-23,PHO,TOR,PHO,1.0,.474,.427,21,17
9,1999-11-23,CLE,POR,CLE,3.0,.500,.398,14,16
8,1999-11-23,SAC,NJN,SAC,13.0,.518,.390,19,11
10,1999-11-23,ATL,MIA,ATL,7.0,.556,.467,15,12
9,1999-11-24,DEN,TOR,DEN,25.0,.419,.425,8,23
12,1999-11-24,ORL,DAL,ORL,12.0,.462,.446,23,25
8,1999-11-24,POR,MIN,MIN,7.0,.382,.340,12,6
12,1999-11-24,LAL,UTA,LAL,8.0,.484,.375,16,15
10,1999-11-24,CHH,MEM,CHH,16.0,.423,.385,15,22
11,1999-11-24,BRK,GSW,GSW,8.0,.427,.364,18,11
11,1999-11-24,MIA,ATL,MIA,2.0,.412,.450,9,19
11,1999-11-24,CHO,VAN,CHO,16.0,.423,.385,15,22
9,1999-11-24,NJN,GSW,GSW,8.0,.427,.364,18,11
12,1999-11-24,WAS,PHI,PHI,8.0,.407,.449,14,23
10,1999-11-24,MIL,CHI,MIL,7.0,.442,.487,10,20
11,1999-11-24,SAS,BOS,BOS,23.0,.580,.449,14,8
11,1999-11-25,DET,IND,IND,8.0,.450,.494,13,10
10,1999-11-26,DEN,MIN,DEN,9.0,.472,.460,15,15
12,1999-11-26,DET,ATL,DET,2.0,.381,.424,10,15
12,1999-11-26,TOR,UTA,UTA,13.0,.478,.398,17,10
12,1999-11-26,IND,VAN,IND,19.0,.532,.410,16,16
13,1999-11-26,LAL,NJN,LAL,23.0,.542,.346,10,12
11,1999-11-26,SEA,LAC,SEA,5.0,.494,.449,19,19
12,1999-11-26,CHH,WAS,CHH,33.0,.494,.424,15,27
11,1999-11-26,IND,MEM,IND,19.0,.532,.410,16,16
13,1999-11-26,POR,HOU,POR,3.0,.398,.337,12,22
12,1999-11-26,OKC,LAC,OKC,5.0,.494,.449,19,19
12,1999-11-26,MIL,BOS,BOS,2.0,.538,.483,11,14
12,1999-11-26,LAL,BRK,LAL,23.0,.542,.346,10,12
10,1999-11-26,PHI,CLE,PHI,23.0,.439,.423,7,20
12,1999-11-26,CHO,WAS,CHO,33.0,.494,.424,15,27
10,1999-11-26,SAC,GSW,SAC,29.0,.533,.412,12,18
11,1999-11-26,SAS,CHI,SAS,23.0,.514,.354,12,12
12,1999-11-27,MIN,MEM,MIN,31.0,.524,.443,14,21
13,1999-11-27,CLE,CHO,CLE,17.0,.450,.333,23,15
13,1999-11-27,PHI,MIL,MIL,3.0,.386,.365,18,18
13,1999-11-27,NYK,ORL,NYK,3.0,.476,.444,7,10
13,1999-11-27,ATL,BOS,ATL,10.0,.493,.385,18,11
13,1999-11-27,PHO,BRK,PHO,39.0,.639,.337,11,11
11,1999-11-27,SAS,DEN,SAS,19.0,.519,.444,13,6
10,1999-11-27,MIN,VAN,MIN,31.0,.524,.443,14,21
12,1999-11-27,DAL,CHI,DAL,12.0,.493,.439,13,19
12,1999-11-27,POR,LAC,LAC,17.0,.425,.329,13,16
11,1999-11-27,CLE,CHH,CLE,17.0,.450,.333,23,15
12,1999-11-27,PHO,NJN,PHO,39.0,.639,.337,11,11
12,1999-11-27,MIA,WAS,MIA,3.0,.467,.431,18,17
11,1999-11-27,TOR,GSW,GSW,18.0,.460,.404,8,19
13,1999-11-28,ORL,DET,DET,9.0,.482,.414,16,18
13,1999-11-28,OKC,IND,OKC,11.0,.437,.352,16,13
13,1999-11-28,SEA,IND,SEA,11.0,.437,.352,16,13
14,1999-11-29,IND,POR,POR,2.0,.376,.398,10,12
14,1999-11-29,NYK,DAL,NYK,25.0,.511,.352,16,14
13,1999-11-29,HOU,MEM,MEM,8.0,.517,.453,15,16
12,1999-11-29,UTA,GSW,UTA,16.0,.575,.521,16,16
13,1999-11-29,MIA,SAC,MIA,10.0,.488,.379,22,19
14,1999-11-29,HOU,VAN,VAN,8.0,.517,.453,15,16
12,1999-11-30,MIN,DEN,MIN,17.0,.518,.388,10,18
15,1999-11-30,PHI,NYK,PHI,4.0,.387,.300,18,17
14,1999-11-30,SAS,DET,SAS,19.0,.592,.425,19,19
12,1999-11-30,CLE,DAL,CLE,7.0,.442,.409,15,16
14,1999-11-30,LAL,OKC,OKC,24.0,.519,.392,9,11
14,1999-11-30,ATL,TOR,TOR,18.0,.544,.379,13,9
14,1999-11-30,SAC,ORL,ORL,9.0,.462,.457,19,17
14,1999-11-30,WAS,NJN,NJN,7.0,.431,.388,19,23
14,1999-11-30,LAL,SEA,SEA,24.0,.519,.392,9,11
13,1999-11-30,PHO,LAC,LAC,14.0,.442,.342,14,17
14,1999-11-30,WAS,BRK,BRK,7.0,.431,.388,19,23
15,1999-12-01,PHO,HOU,PHO,6.0,.427,.489,9,21
13,1999-12-01,DEN,DET,DEN,4.0,.486,.451,19,17
13,1999-12-01,CLE,WAS,WAS,3.0,.434,.463,16,15
15,1999-12-01,IND,VAN,VAN,7.0,.442,.438,11,16
16,1999-12-01,POR,CHH,POR,4.0,.514,.417,21,13
14,1999-12-01,POR,CHO,POR,4.0,.514,.417,21,13
13,1999-12-01,LAL,GSW,LAL,18.0,.376,.333,13,20
14,1999-12-01,IND,MEM,MEM,7.0,.442,.438,11,16
14,1999-12-01,MIA,PHI,MIA,7.0,.452,.423,17,13
15,1999-12-02,OKC,GSW,GSW,9.0,.494,.417,16,11
15,1999-12-02,SAS,BRK,BRK,2.0,.493,.416,15,8
12,1999-12-02,ORL,MIN,MIN,10.0,.452,.382,15,22
15,1999-12-02,ATL,SAC,ATL,10.0,.517,.406,15,12
14,1999-12-02,NYK,MIL,MIL,4.0,.400,.329,12,14
16,1999-12-02,SAS,NJN,NJN,2.0,.493,.416,15,8
13,1999-12-02,DAL,CHI,CHI,6.0,.476,.386,10,15
16,1999-12-02,HOU,LAC,LAC,13.0,.475,.474,18,22
14,1999-12-02,SEA,GSW,GSW,9.0,.494,.417,16,11
14,1999-12-03,PHI,CLE,CLE,2.0,.451,.444,21,20
16,1999-12-03,DET,SAS,DET,22.0,.451,.364,14,21
14,1999-12-03,BOS,MIA,BOS,12.0,.455,.446,13,18
16,1999-12-03,LAL,POR,LAL,13.0,.360,.342,6,12
15,1999-12-03,CHO,VAN,VAN,19.0,.554,.507,13,22
14,1999-12-03,ORL,DEN,DEN,12.0,.512,.384,16,20
15,1999-12-03,CHH,MEM,MEM,19.0,.554,.507,13,22
15,1999-12-03,TOR,WAS,TOR,2.0,.439,.451,8,13
16,1999-12-03,IND,UTA,UTA,25.0,.513,.380,13,13
15,1999-12-04,UTA,GSW,GSW,12.0,.457,.400,14,19
13,1999-12-04,SAC,WAS,WAS,10.0,.511,.449,12,22
16,1999-12-04,NYK,BRK,BRK,10.0,.416,.311,17,11
15,1999-12-04,PHI,BOS,PHI,3.0,.464,.421,18,16
15,1999-12-04,SEA,LAC,LAC,13.0,.514,.368,19,10
16,1999-12-04,OKC,LAC,LAC,13.0,.514,.368,19,10
17,1999-12-04,HOU,PHO,HOU,10.0,.482,.450,14,20
17,1999-12-04,NYK,NJN,NJN,10.0,.416,.311,17,11
14,1999-12-04,MIL,CHI,CHI,1.0,.543,.380,19,21
16,1999-12-04,ATL,DET,ATL,2.0,.513,.483,16,8
17,1999-12-04,DAL,MIN,MIN,19.0,.458,.330,11,12
17,1999-12-05,CHH,OKC,OKC,22.0,.483,.345,10,12
17,1999-12-05,LAL,ORL,LAL,17.0,.488,.397,22,24
18,1999-12-05,TOR,SAS,TOR,6.0,.457,.419,14,13
18,1999-12-05,MIL,DAL,MIL,6.0,.494,.407,24,22
16,1999-12-05,CHO,SEA,SEA,22.0,.483,.345,10,12
16,1999-12-05,POR,PHO,PHO,2.0,.485,.439,20,16
15,1999-12-05,DEN,NYK,NYK,2.0,.372,.375,12,10
16,1999-12-06,DEN,PHI,PHI,17.0,.472,.373,14,14
14,1999-12-06,NJN,SAC,NJN,14.0,.473,.415,20,24
16,1999-12-06,UTA,WAS,UTA,6.0,.507,.493,12,17
18,1999-12-06,HOU,VAN,HOU,3.0,.469,.481,10,13
16,1999-12-06,HOU,MEM,HOU,3.0,.469,.481,10,13
17,1999-12-06,BRK,SAC,BRK,14.0,.473,.415,20,24
16,1999-12-06,MIA,LAC,LAC,8.0,.512,.429,14,16
17,1999-12-07,MIA,POR,POR,10.0,.478,.388,17,17
17,1999-12-07,MEM,DAL,DAL,9.0,.432,.447,15,12
18,1999-12-07,DET,MIL,MIL,4.0,.527,.516,11,13
16,1999-12-07,NYK,GSW,NYK,6.0,.440,.333,15,14
19,1999-12-07,VAN,DAL,DAL,9.0,.432,.447,15,12
18,1999-12-07,LAL,WAS,LAL,11.0,.444,.360,11,14
18,1999-12-07,PHO,ORL,PHO,3.0,.476,.460,21,28
17,1999-12-07,IND,SAS,IND,6.0,.363,.407,13,15
15,1999-12-07,TOR,CLE,TOR,3.0,.427,.438,22,19
15,1999-12-08,CLE,CHI,CLE,14.0,.494,.451,19,15
22,1999-12-08,UTA,DAL,UTA,6.0,.450,.356,18,12
18,1999-12-08,BRK,MIL,BRK,17.0,.481,.449,12,16
17,1999-12-08,CHH,GSW,CHH,7.0,.524,.427,16,12
19,1999-12-08,PHI,HOU,PHI,10.0,.417,.366,22,27
16,1999-12-08,BOS,DEN,BOS,25.0,.516,.408,16,24
14,1999-12-08,SEA,MIN,SEA,16.0,.436,.469,12,14
18,1999-12-08,NJN,MIL,NJN,17.0,.481,.449,12,16
17,1999-12-08,CHO,GSW,CHO,7.0,.524,.427,16,12
18,1999-12-08,OKC,MIN,OKC,16.0,.436,.469,12,14
17,1999-12-08,ATL,LAC,ATL,18.0,.506,.368,11,13
19,1999-12-08,SAC,LAL,SAC,12.0,.451,.422,16,17
15,1999-12-09,POR,MIN,POR,4.0,.485,.458,19,12
22,1999-12-09,SAS,VAN,SAS,8.0,.508,.468,16,14
18,1999-12-09,SAS,MEM,SAS,8.0,.508,.468,16,14
18,1999-12-09,PHO,WAS,PHO,14.0,.519,.423,17,10
18,1999-12-10,CHO,DEN,CHO,7.0,.488,.429,18,10
18,1999-12-10,CHH,DEN,CHH,7.0,.488,.429,18,10
22,1999-12-10,NYK,PHI,NYK,7.0,.413,.365,14,11
18,1999-12-10,MIA,SAC,SAC,10.0,.539,.358,17,12
18,1999-12-10,GSW,ATL,ATL,8.0,.475,.427,11,19
16,1999-12-10,CHI,NJN,CHI,2.0,.360,.375,16,14
19,1999-12-10,CHI,BRK,CHI,2.0,.360,.375,16,14
17,1999-12-10,BOS,HOU,BOS,4.0,.470,.494,16,25
19,1999-12-10,DET,LAC,DET,24.0,.488,.415,19,17
17,1999-12-10,IND,CLE,IND,48.0,.620,.337,19,16
19,1999-12-10,UTA,OKC,UTA,18.0,.453,.395,15,21
18,1999-12-10,UTA,SEA,UTA,18.0,.453,.395,15,21
19,1999-12-10,MIL,TOR,TOR,16.0,.524,.391,13,19
24,1999-12-11,CHH,PHI,PHI,22.0,.457,.371,15,20
19,1999-12-11,GSW,MIN,MIN,28.0,.482,.413,10,21
23,1999-12-11,WAS,SAS,SAS,10.0,.476,.413,11,12
23,1999-12-11,NJN,HOU,NJN,12.0,.500,.430,4,16
19,1999-12-11,DEN,MIL,MIL,2.0,.419,.443,12,12
19,1999-12-11,SEA,MIA,SEA,4.0,.395,.441,14,25
23,1999-12-11,DAL,PHO,DAL,5.0,.529,.441,16,13
19,1999-12-11,LAL,MEM,MEM,12.0,.481,.469,7,11
22,1999-12-11,BRK,HOU,BRK,12.0,.500,.430,4,16
22,1999-12-11,OKC,MIA,OKC,4.0,.395,.441,14,25
19,1999-12-11,IND,LAC,IND,18.0,.442,.440,13,14
19,1999-12-11,CHO,PHI,PHI,22.0,.457,.371,15,20
17,1999-12-11,ORL,CHI,ORL,21.0,.488,.427,11,17
19,1999-12-11,CLE,ATL,CLE,11.0,.500,.418,16,20
22,1999-12-11,LAL,VAN,VAN,12.0,.481,.469,7,11
23,1999-12-11,POR,SAC,SAC,5.0,.419,.396,13,12
19,1999-12-12,UTA,TOR,TOR,15.0,.486,.351,12,15
22,1999-12-12,LAL,DET,LAL,8.0,.420,.385,12,12
18,1999-12-12,NYK,BOS,NYK,2.0,.515,.393,15,15
22,1999-12-13,LAC,MEM,LAC,12.0,.506,.413,9,15
22,1999-12-13,LAC,VAN,LAC,12.0,.506,.413,9,15
22,1999-12-14,GSW,MIA,GSW,5.0,.461,.494,7,16
22,1999-12-14,ATL,MIN,ATL,11.0,.471,.417,18,10
23,1999-12-14,LAL,LAC,LAL,27.0,.429,.325,12,18
22,1999-12-14,UTA,WAS,WAS,21.0,.532,.448,16,22
22,1999-12-14,SEA,DEN,SEA,25.0,.506,.345,20,19
24,1999-12-14,NYK,HOU,HOU,11.0,.527,.459,13,13
22,1999-12-14,TOR,IND,TOR,8.0,.436,.468,13,15
19,1999-12-14,CLE,BOS,CLE,27.0,.531,.413,15,16
23,1999-12-14,PHO,DET,PHO,10.0,.512,.444,17,17
23,1999-12-14,OKC,DEN,OKC,25.0,.506,.345,20,19
24,1999-12-14,SAS,DAL,DAL,18.0,.506,.409,15,13
22,1999-12-15,UTA,BOS,BOS,10.0,.500,.403,13,15
22,1999-12-15,NJN,CLE,NJN,10.0,.463,.562,9,13
25,1999-12-15,PHI,TOR,PHI,2.0,.391,.405,12,18
23,1999-12-15,BRK,CLE,BRK,10.0,.463,.562,9,13
22,1999-12-15,CHO,MIN,CHO,5.0,.520,.453,15,21
18,1999-12-15,IND,CHI,IND,11.0,.430,.488,12,15
23,1999-12-15,MIL,ORL,ORL,17.0,.505,.390,16,17
23,1999-12-15,SAC,MEM,MEM,3.0,.413,.430,16,17
18,1999-12-15,CHH,MIN,CHH,5.0,.520,.453,15,21
18,1999-12-15,SAC,VAN,VAN,3.0,.413,.430,16,17
25,1999-12-15,SAS,HOU,SAS,6.0,.405,.400,14,18
25,1999-12-16,NYK,DAL,DAL,7.0,.494,.416,16,10
24,1999-12-16,DET,GSW,GSW,8.0,.507,.413,16,18
24,1999-12-16,POR,SEA,SEA,26.0,.529,.393,13,17
23,1999-12-16,MIL,MIA,MIA,1.0,.457,.398,14,12
